way_id,node_id,way_index,lon,lat,ele,name,node_type,tags_json,geometry
585374844,675814704,11,121.5624696,25.1659002,,,,{},POINT (121.5624696 25.1659002)
585374844,675814703,12,121.5624443,25.165959,,,,{},POINT (121.5624443 25.165959)
585374844,675814701,13,121.5624145,25.166017,,,,{},POINT (121.5624145 25.166017)
585374844,675814699,14,121.5624149,25.1660803,,,,{},POINT (121.5624149 25.1660803)
585374844,675814698,15,121.5624233,25.1661172,,,,{},POINT (121.5624233 25.1661172)
585374844,675814696,16,121.5624337,25.1661613,,,,{},POINT (121.5624337 25.1661613)
585374844,675814694,17,121.5624616,25.1662107,,,,{},POINT (121.5624616 25.1662107)
1227691459,4210082396,0,121.5555816,25.1694567,,,,{},POINT (121.5555816 25.1694567)
1227691459,11384637025,1,121.5555883,25.169476,,,,{},POINT (121.5555883 25.169476)
1227691459,4210082397,2,121.5555842,25.1694846,,,,{},POINT (121.5555842 25.1694846)
1227691459,11384637026,3,121.5555536,25.1695008,,,,{},POINT (121.5555536 25.1695008)
1227691459,274940053,4,121.5555285,25.1695035,,,,{},POINT (121.5555285 25.1695035)
492111550,675814743,0,121.5543847,25.1698343,,,,{},POINT (121.5543847 25.1698343)
492111550,2391869977,1,121.5543767,25.1698709,,,,{},POINT (121.5543767 25.1698709)
492111550,12054591026,2,121.5543427,25.1699035,,,,{},POINT (121.5543427 25.1699035)
492111550,11383043792,3,121.5543375,25.1699397,,,,{},POINT (121.5543375 25.1699397)
492111550,4210082426,4,121.5543263,25.1699499,,,,{},POINT (121.5543263 25.1699499)
492111550,4210082424,5,121.554297,25.1699583,,,,{},POINT (121.554297 25.1699583)
492111550,4210082423,6,121.5542629,25.1699824,,,,{},POINT (121.5542629 25.1699824)
492111550,11383043791,7,121.5542282,25.1699981,,,,{},POINT (121.5542282 25.1699981)
492111550,274939989,8,121.5541945,25.170025,,,,{},POINT (121.5541945 25.170025)
492111550,4210082428,9,121.5541702,25.1700613,,,,{},POINT (121.5541702 25.1700613)
492111550,4210082429,10,121.5541508,25.1700866,,,,{},POINT (121.5541508 25.1700866)
492111550,675814745,11,121.5541257,25.1700905,,,,{},POINT (121.5541257 25.1700905)
492111550,11383043790,12,121.5541113,25.1701147,,,,{},POINT (121.5541113 25.1701147)
492111550,4210082431,13,121.5540912,25.1701312,,,,{},POINT (121.5540912 25.1701312)
492111550,4210082432,14,121.554068,25.170134,,,,{},POINT (121.554068 25.170134)
492111550,697170285,15,121.5540595,25.1701408,,,,{},POINT (121.5540595 25.1701408)
492111550,12054591025,16,121.5540604,25.1701608,,,,{},POINT (121.5540604 25.1701608)
492111550,11383043789,17,121.5540447,25.1701683,,,,{},POINT (121.5540447 25.1701683)
492111550,11383043787,18,121.5540384,25.1702046,,,,{},POINT (121.5540384 25.1702046)
492111550,11383043788,19,121.5540244,25.1702311,,,,{},POINT (121.5540244 25.1702311)
492111550,675814719,20,121.5540127,25.170253,,,,{},POINT (121.5540127 25.170253)
492111550,4210082437,21,121.5540122,25.1702991,,,,{},POINT (121.5540122 25.1702991)
492111550,274939933,22,121.553999,25.1703162,,,,{},POINT (121.553999 25.1703162)
492111550,675814740,23,121.5538871,25.170373,,,,{},POINT (121.5538871 25.170373)
492111550,675814738,24,121.5538542,25.1703804,,,,{},POINT (121.5538542 25.1703804)
492111550,4210082439,25,121.5538394,25.1703748,,,,{},POINT (121.5538394 25.1703748)
492111550,2391869979,26,121.5537933,25.1704158,,,,{},POINT (121.5537933 25.1704158)
492111550,2391869980,27,121.5537418,25.1704241,,,,{},POINT (121.5537418 25.1704241)
492111550,4210082442,28,121.5536825,25.1704463,,,,{},POINT (121.5536825 25.1704463)
492111550,274939950,29,121.5536747,25.1704608,,,,{},POINT (121.5536747 25.1704608)
492111550,4210082444,30,121.5536448,25.1704517,,,,{},POINT (121.5536448 25.1704517)
492111550,4210082445,31,121.5536339,25.1704501,,,,{},POINT (121.5536339 25.1704501)
492111550,12054591024,32,121.5536167,25.170464,,,,{},POINT (121.5536167 25.170464)
492111550,4210082446,33,121.5536132,25.1704929,,,,{},POINT (121.5536132 25.1704929)
492111550,4210082447,34,121.5535991,25.1705091,,,,{},POINT (121.5535991 25.1705091)
492111550,4210082448,35,121.5535439,25.170535,,,,{},POINT (121.5535439 25.170535)
492111550,697170286,36,121.5535431,25.1706067,,,,{},POINT (121.5535431 25.1706067)
492111550,11383043785,37,121.5535169,25.1706264,,,,{},POINT (121.5535169 25.1706264)
492111550,274939942,38,121.5534784,25.1706764,,,,{},POINT (121.5534784 25.1706764)
1228094366,11388501904,0,121.5634342,25.166208,,,,{},POINT (121.5634342 25.166208)
1228094366,675814711,1,121.563378,25.1661924,,,,{},POINT (121.563378 25.1661924)
1228094366,11384865721,2,121.563309,25.1661728,,,,{},POINT (121.563309 25.1661728)
53472035,11384500296,0,121.5584708,25.1652406,,,,{},POINT (121.5584708 25.1652406)
53472035,11384500295,1,121.5584412,25.1652274,,,,{},POINT (121.5584412 25.1652274)
53472035,11384500294,2,121.5583857,25.1651865,,,,{},POINT (121.5583857 25.1651865)
53472035,12054591055,3,121.5583355,25.1651807,,,,{},POINT (121.5583355 25.1651807)
53472035,4210082138,4,121.55828,25.1651728,,,,{},POINT (121.55828 25.1651728)
53472035,274939382,5,121.558086,25.1651034,,,,{},POINT (121.558086 25.1651034)
53472035,11384500293,6,121.5580066,25.1651482,,,,{},POINT (121.5580066 25.1651482)
53472035,11384500292,7,121.5579691,25.1651948,,,,{},POINT (121.5579691 25.1651948)
53472035,274939383,8,121.557946,25.1652022,,,,{},POINT (121.557946 25.1652022)
53472035,11384500291,9,121.5578977,25.1651973,,,,{},POINT (121.5578977 25.1651973)
53472035,2391869954,10,121.5578383,25.1651735,,,,{},POINT (121.5578383 25.1651735)
53472035,2391869951,11,121.5577715,25.1651913,,,,{},POINT (121.5577715 25.1651913)
53472035,2391869950,12,121.5577417,25.1652051,,,,{},POINT (121.5577417 25.1652051)
53472035,274939384,13,121.557718,25.1652043,,,,{},POINT (121.557718 25.1652043)
53472035,11384500289,14,121.5576857,25.1651897,,,,{},POINT (121.5576857 25.1651897)
53472035,2391869949,15,121.5576388,25.1651618,,,,{},POINT (121.5576388 25.1651618)
53472035,11384500287,16,121.5575874,25.165162,,,,{},POINT (121.5575874 25.165162)
53472035,11384500285,17,121.5575513,25.1651716,,,,{},POINT (121.5575513 25.1651716)
53472035,274939385,18,121.5575257,25.1651919,,,,{},POINT (121.5575257 25.1651919)
53472035,11384500286,19,121.5574902,25.1652173,,,,{},POINT (121.5574902 25.1652173)
53472035,675814499,20,121.5574933,25.1652411,,,,{},POINT (121.5574933 25.1652411)
53472035,4210082146,21,121.5575218,25.165304,,,,{},POINT (121.5575218 25.165304)
53472035,11384500284,22,121.5575171,25.1653152,,,,{},POINT (121.5575171 25.1653152)
53472035,12054591054,23,121.5574567,25.1653127,,,,{},POINT (121.5574567 25.1653127)
53472035,675814496,24,121.5574224,25.1653193,,,,{},POINT (121.5574224 25.1653193)
53472035,4210082151,25,121.5574166,25.165373,,,,{},POINT (121.5574166 25.165373)
53472035,11384500283,26,121.5573834,25.1654231,,,,{},POINT (121.5573834 25.1654231)
53472035,4210082150,27,121.5573522,25.1654387,,,,{},POINT (121.5573522 25.1654387)
53472035,274939743,28,121.557347,25.1654499,,,,{},POINT (121.557347 25.1654499)
53472035,4210082154,29,121.5574175,25.1655138,,,,{},POINT (121.5574175 25.1655138)
53472035,11384500281,30,121.5574313,25.165537,,,,{},POINT (121.5574313 25.165537)
53472035,11384701926,31,121.5574356,25.1655613,,,,{},POINT (121.5574356 25.1655613)
53472035,274939734,32,121.5573607,25.1657069,,,,{},POINT (121.5573607 25.1657069)
53472035,11384500280,33,121.5573568,25.1657391,,,,{},POINT (121.5573568 25.1657391)
53472035,274939725,34,121.5573631,25.1657825,,,,{},POINT (121.5573631 25.1657825)
53472035,4210082157,35,121.557364,25.1658187,,,,{},POINT (121.557364 25.1658187)
53472035,11384500279,36,121.5573465,25.1659082,,,,{},POINT (121.5573465 25.1659082)
53472035,4210082158,37,121.5573084,25.1659393,,,,{},POINT (121.5573084 25.1659393)
53472035,274939710,38,121.5572284,25.1660022,,,,{},POINT (121.5572284 25.1660022)
53472035,11384500278,39,121.5571981,25.1660182,,,,{},POINT (121.5571981 25.1660182)
53472035,2391869956,40,121.5571592,25.166016,,,,{},POINT (121.5571592 25.166016)
53472035,11384500277,41,121.5571147,25.1660161,,,,{},POINT (121.5571147 25.1660161)
53472035,11384500276,42,121.5570941,25.1660133,,,,{},POINT (121.5570941 25.1660133)
53472035,274939696,43,121.5570691,25.1660002,,,,{},POINT (121.5570691 25.1660002)
53472035,12054591053,44,121.556977,25.1659827,,,,{},POINT (121.556977 25.1659827)
53472035,4210082160,45,121.5569089,25.1659311,,,,{},POINT (121.5569089 25.1659311)
1227691468,4210082160,0,121.5569089,25.1659311,,,,{},POINT (121.5569089 25.1659311)
1227691468,11384500275,1,121.5568985,25.1659198,,,,{},POINT (121.5568985 25.1659198)
1227691468,274939682,2,121.556883,25.1659219,,,,{},POINT (121.556883 25.1659219)
1227691468,11384500274,3,121.5568696,25.1659402,,,,{},POINT (121.5568696 25.1659402)
1227691468,4210082163,4,121.5568712,25.165967,,,,{},POINT (121.5568712 25.165967)
1227691468,4210082164,5,121.5568779,25.1659903,,,,{},POINT (121.5568779 25.1659903)
1227691468,11384500273,6,121.5568695,25.1660105,,,,{},POINT (121.5568695 25.1660105)
1227691468,4210082165,7,121.5568363,25.1660259,,,,{},POINT (121.5568363 25.1660259)
1227691468,11384500272,8,121.5568228,25.1660488,,,,{},POINT (121.5568228 25.1660488)
1227691468,11384500271,9,121.5568211,25.1660649,,,,{},POINT (121.5568211 25.1660649)
1227691468,4210082166,10,121.5568042,25.1660825,,,,{},POINT (121.5568042 25.1660825)
1227691468,4210082168,11,121.5567943,25.1661099,,,,{},POINT (121.5567943 25.1661099)
1227691468,274939668,12,121.5567971,25.1661312,,,,{},POINT (121.5567971 25.1661312)
1227691468,4210082170,13,121.5568102,25.1661506,,,,{},POINT (121.5568102 25.1661506)
1227691468,11384500269,14,121.5567981,25.1661886,,,,{},POINT (121.5567981 25.1661886)
1227691468,4210082171,15,121.5567749,25.1662174,,,,{},POINT (121.5567749 25.1662174)
1227691468,4210082172,16,121.5567602,25.1662398,,,,{},POINT (121.5567602 25.1662398)
1227691468,274939654,17,121.5566988,25.1662715,,,,{},POINT (121.5566988 25.1662715)
1227691468,11384470368,18,121.5566874,25.1662841,,,,{},POINT (121.5566874 25.1662841)
1227691468,4210082173,19,121.5566796,25.1663074,,,,{},POINT (121.5566796 25.1663074)
1227691468,4210082174,20,121.5566415,25.166339,,,,{},POINT (121.5566415 25.166339)
1227691468,4210082175,21,121.5566173,25.1663407,,,,{},POINT (121.5566173 25.1663407)
1227691468,4210082176,22,121.5565832,25.1663526,,,,{},POINT (121.5565832 25.1663526)
1227691468,4210082177,23,121.5565775,25.1663828,,,,{},POINT (121.5565775 25.1663828)
1227691468,274939643,24,121.5565716,25.166396,,,,{},POINT (121.5565716 25.166396)
1227691468,12054591052,25,121.5565649,25.1664224,,,,{},POINT (121.5565649 25.1664224)
1227691468,12054591051,26,121.5565414,25.1664834,,,,{},POINT (121.5565414 25.1664834)
1227691468,11384470367,27,121.5565348,25.1665303,,,,{},POINT (121.5565348 25.1665303)
1227691468,4210082181,28,121.5565007,25.1665954,,,,{},POINT (121.5565007 25.1665954)
1227691468,274939636,29,121.5564913,25.166632,,,,{},POINT (121.5564913 25.166632)
1227691468,4210082183,30,121.556491,25.1666538,,,,{},POINT (121.556491 25.1666538)
1227691468,11384470363,31,121.556526,25.1666601,,,,{},POINT (121.556526 25.1666601)
1227691470,4210082132,0,121.5586734,25.1654607,,,,{},POINT (121.5586734 25.1654607)
1227691470,11384703765,1,121.558637,25.1654586,,,,{},POINT (121.558637 25.1654586)
1227691470,4210082131,2,121.558585,25.1654246,,,,{},POINT (121.558585 25.1654246)
1227691470,4210082129,3,121.5585276,25.1653818,,,,{},POINT (121.5585276 25.1653818)
1227691470,4210082127,4,121.5584783,25.1653305,,,,{},POINT (121.5584783 25.1653305)
1227691470,274939381,5,121.55848,25.1652998,,,,{},POINT (121.55848 25.1652998)
1227691470,11384500297,6,121.5584825,25.1652689,,,,{},POINT (121.5584825 25.1652689)
1227691470,11384500296,7,121.5584708,25.1652406,,,,{},POINT (121.5584708 25.1652406)
1301449842,274939970,0,121.5546106,25.1696748,,,,{},POINT (121.5546106 25.1696748)
1301449842,12054591027,1,121.5544976,25.1697494,,,,{},POINT (121.5544976 25.1697494)
1227691463,274939500,0,121.5555931,25.1685952,,,,{},POINT (121.5555931 25.1685952)
1227691463,274939491,1,121.5555358,25.1686057,,,,{},POINT (121.5555358 25.1686057)
1227691463,12054591039,2,121.5555091,25.1686169,,,,{},POINT (121.5555091 25.1686169)
1227691463,11384242806,3,121.5554936,25.1686375,,,,{},POINT (121.5554936 25.1686375)
1227691463,11384242774,4,121.5554311,25.1686685,,,,{},POINT (121.5554311 25.1686685)
1227691463,12054591038,5,121.5554146,25.1686822,,,,{},POINT (121.5554146 25.1686822)
1227691463,4210082373,6,121.5553993,25.1687142,,,,{},POINT (121.5553993 25.1687142)
1227691463,4210082375,7,121.555376,25.1687437,,,,{},POINT (121.555376 25.1687437)
1227705216,2391869945,0,121.5601138,25.1650255,,,,{},POINT (121.5601138 25.1650255)
1227705216,675814623,1,121.5600784,25.1650064,,,,{},POINT (121.5600784 25.1650064)
1227705216,675814622,2,121.5600033,25.1649829,,,,{},POINT (121.5600033 25.1649829)
230730601,2391869940,0,121.5593135,25.1649592,,,,{},POINT (121.5593135 25.1649592)
230730601,4210120226,1,121.5593713,25.1649963,,,,{},POINT (121.5593713 25.1649963)
230730601,4210120227,2,121.5594153,25.1650172,,,,{},POINT (121.5594153 25.1650172)
230730601,2391869943,3,121.559467,25.1650254,,,,{},POINT (121.559467 25.1650254)
230730601,4210120228,4,121.5595213,25.1650391,,,,{},POINT (121.5595213 25.1650391)
230730601,4210120229,5,121.5596168,25.165062,,,,{},POINT (121.5596168 25.165062)
230730601,2391869946,6,121.5596548,25.1650742,,,,{},POINT (121.5596548 25.1650742)
230730601,4210120230,7,121.5596801,25.1650882,,,,{},POINT (121.5596801 25.1650882)
230730601,4210120231,8,121.5597118,25.1651049,,,,{},POINT (121.5597118 25.1651049)
230730601,2391869948,9,121.5597702,25.1650942,,,,{},POINT (121.5597702 25.1650942)
230730601,2391869947,10,121.5597624,25.1650563,,,,{},POINT (121.5597624 25.1650563)
230730601,6856889742,11,121.5597802,25.1650226,,,,{},POINT (121.5597802 25.1650226)
230730601,12054720950,12,121.5598114,25.1650071,,,,{},POINT (121.5598114 25.1650071)
230730601,2391869944,13,121.5598471,25.1650001,,,,{},POINT (121.5598471 25.1650001)
230730601,4210120224,14,121.5598865,25.1650085,,,,{},POINT (121.5598865 25.1650085)
230730601,675814622,15,121.5600033,25.1649829,,,,{},POINT (121.5600033 25.1649829)
1227691465,274939624,0,121.5566624,25.1669356,,,,{},POINT (121.5566624 25.1669356)
1227691465,11384470359,1,121.556657,25.166946,,,,{},POINT (121.556657 25.166946)
1227691465,11384470358,2,121.556652,25.1669552,,,,{},POINT (121.556652 25.1669552)
1227691465,274939612,3,121.5566365,25.1669661,,,,{},POINT (121.5566365 25.1669661)
1227691465,11384470357,4,121.5565238,25.1670218,,,,{},POINT (121.5565238 25.1670218)
1227691465,4210082188,5,121.5565022,25.1670357,,,,{},POINT (121.5565022 25.1670357)
1227691465,11384470356,6,121.5564874,25.1670536,,,,{},POINT (121.5564874 25.1670536)
1227691465,11384470355,7,121.5564842,25.1670795,,,,{},POINT (121.5564842 25.1670795)
1227691465,11384470353,8,121.556493,25.1671063,,,,{},POINT (121.556493 25.1671063)
1227691465,11384470354,9,121.5565288,25.1671757,,,,{},POINT (121.5565288 25.1671757)
1227691465,11384470350,10,121.5565396,25.1671936,,,,{},POINT (121.5565396 25.1671936)
1227691465,11384470349,11,121.556539,25.1672105,,,,{},POINT (121.556539 25.1672105)
1227691465,11384242796,12,121.5565315,25.1672261,,,,{},POINT (121.5565315 25.1672261)
1227691465,11384242794,13,121.5564988,25.167264,,,,{},POINT (121.5564988 25.167264)
1227691465,11384470346,14,121.5564757,25.1673204,,,,{},POINT (121.5564757 25.1673204)
1227691465,4210082292,15,121.5564743,25.16734,,,,{},POINT (121.5564743 25.16734)
1227691465,274939595,16,121.5564856,25.1673621,,,,{},POINT (121.5564856 25.1673621)
1227691465,11384470345,17,121.5564883,25.1673829,,,,{},POINT (121.5564883 25.1673829)
1227691465,274939587,18,121.5564822,25.167404,,,,{},POINT (121.5564822 25.167404)
1227691465,11384242791,19,121.5564613,25.1674123,,,,{},POINT (121.5564613 25.1674123)
1227691465,274939579,20,121.5564391,25.1674128,,,,{},POINT (121.5564391 25.1674128)
1227691465,4210082293,21,121.5564308,25.1674253,,,,{},POINT (121.5564308 25.1674253)
1227691465,4210082294,22,121.5564189,25.1674306,,,,{},POINT (121.5564189 25.1674306)
1227691465,4210082295,23,121.5563973,25.1674211,,,,{},POINT (121.5563973 25.1674211)
1227691465,274939566,24,121.5563971,25.1674412,,,,{},POINT (121.5563971 25.1674412)
1227691465,12054591048,25,121.556402,25.167472,,,,{},POINT (121.556402 25.167472)
1227691465,4210082298,26,121.556387,25.1675201,,,,{},POINT (121.556387 25.1675201)
1227691465,12054591047,27,121.5563969,25.1675564,,,,{},POINT (121.5563969 25.1675564)
1227691465,4210082300,28,121.5564259,25.167615,,,,{},POINT (121.5564259 25.167615)
1227691465,11384470344,29,121.5564372,25.1676346,,,,{},POINT (121.5564372 25.1676346)
1227691465,4210082301,30,121.5564404,25.1676487,,,,{},POINT (121.5564404 25.1676487)
1227691465,4210082302,31,121.5564313,25.1676562,,,,{},POINT (121.5564313 25.1676562)
1227691465,274939550,32,121.5563988,25.1676499,,,,{},POINT (121.5563988 25.1676499)
1227691465,11384470343,33,121.5563835,25.1676595,,,,{},POINT (121.5563835 25.1676595)
1227691465,11384242788,34,121.5563884,25.167676,,,,{},POINT (121.5563884 25.167676)
1227691465,11384470342,35,121.5563985,25.167692,,,,{},POINT (121.5563985 25.167692)
1227691465,11384242787,36,121.556394,25.1677118,,,,{},POINT (121.556394 25.1677118)
1227691465,4210082306,37,121.5563795,25.1677199,,,,{},POINT (121.5563795 25.1677199)
1227691465,11384242786,38,121.5563296,25.167737,,,,{},POINT (121.5563296 25.167737)
1227691465,11384470341,39,121.556314,25.1677502,,,,{},POINT (121.556314 25.1677502)
1227691465,11384470340,40,121.556308,25.1677597,,,,{},POINT (121.556308 25.1677597)
1227691465,11384470339,41,121.5563174,25.1677798,,,,{},POINT (121.5563174 25.1677798)
1227691465,4210082308,42,121.5563384,25.1678016,,,,{},POINT (121.5563384 25.1678016)
1227691465,4210082312,43,121.556376,25.1678198,,,,{},POINT (121.556376 25.1678198)
1227691465,11384242785,44,121.5563934,25.1678312,,,,{},POINT (121.5563934 25.1678312)
1227691465,11384242784,45,121.5563966,25.16785,,,,{},POINT (121.5563966 25.16785)
1227691465,274939558,46,121.5563987,25.1678708,,,,{},POINT (121.5563987 25.1678708)
1227691465,4210082315,47,121.5563689,25.1678935,,,,{},POINT (121.5563689 25.1678935)
1227691465,12054591046,48,121.5563383,25.1678892,,,,{},POINT (121.5563383 25.1678892)
1227691465,11384470338,49,121.5562415,25.1678888,,,,{},POINT (121.5562415 25.1678888)
1227691465,4210082317,50,121.55625,25.1679279,,,,{},POINT (121.55625 25.1679279)
1227691465,274939535,51,121.5562401,25.1679546,,,,{},POINT (121.5562401 25.1679546)
1227691465,4210082319,52,121.5562483,25.1679914,,,,{},POINT (121.5562483 25.1679914)
1227691465,4210082321,53,121.5562527,25.1680511,,,,{},POINT (121.5562527 25.1680511)
1227691465,274939542,54,121.5561998,25.1680562,,,,{},POINT (121.5561998 25.1680562)
1227691465,274939519,55,121.5562093,25.1680885,,,,{},POINT (121.5562093 25.1680885)
1227691465,2391869967,56,121.5562189,25.1681096,,,,{},POINT (121.5562189 25.1681096)
1227691465,11384242783,57,121.5561665,25.1681106,,,,{},POINT (121.5561665 25.1681106)
1227691465,4210082324,58,121.5561488,25.1681002,,,,{},POINT (121.5561488 25.1681002)
1227691465,12054591044,59,121.5561409,25.1680941,,,,{},POINT (121.5561409 25.1680941)
1227691465,12054591045,60,121.5561368,25.1681017,,,,{},POINT (121.5561368 25.1681017)
1227691465,4210082326,61,121.5561521,25.1681506,,,,{},POINT (121.5561521 25.1681506)
1227691465,11384470337,62,121.5560933,25.1681614,,,,{},POINT (121.5560933 25.1681614)
1227691465,4210082327,63,121.5560631,25.1681466,,,,{},POINT (121.5560631 25.1681466)
1227691465,12054591043,64,121.5560556,25.1681458,,,,{},POINT (121.5560556 25.1681458)
1227691465,4210082328,65,121.5560532,25.1681581,,,,{},POINT (121.5560532 25.1681581)
1227691465,4210082329,66,121.5560837,25.1682218,,,,{},POINT (121.5560837 25.1682218)
1227691465,11384242782,67,121.5561002,25.1682407,,,,{},POINT (121.5561002 25.1682407)
1227691465,4210082331,68,121.5560849,25.1682424,,,,{},POINT (121.5560849 25.1682424)
1227691465,4210082332,69,121.5560612,25.1682312,,,,{},POINT (121.5560612 25.1682312)
1227691465,4210082334,70,121.5559865,25.1681671,,,,{},POINT (121.5559865 25.1681671)
1227691465,12054591041,71,121.5559842,25.16818,,,,{},POINT (121.5559842 25.16818)
1227691465,12054591042,72,121.5559902,25.16821,,,,{},POINT (121.5559902 25.16821)
1227691465,4210082335,73,121.5559885,25.1682699,,,,{},POINT (121.5559885 25.1682699)
1227691465,11384470336,74,121.5559777,25.1682754,,,,{},POINT (121.5559777 25.1682754)
1227691465,4210082337,75,121.555937,25.1682425,,,,{},POINT (121.555937 25.1682425)
1227691465,11384470335,76,121.5558766,25.1682202,,,,{},POINT (121.5558766 25.1682202)
1227691465,4210082340,77,121.5558755,25.1682492,,,,{},POINT (121.5558755 25.1682492)
1227504496,274939942,0,121.5534784,25.1706764,,,,{},POINT (121.5534784 25.1706764)
1227504496,11383003322,1,121.553457,25.1706939,,,,{},POINT (121.553457 25.1706939)
1227504496,11383003316,2,121.5534475,25.1707032,,,,{},POINT (121.5534475 25.1707032)
1227691461,274939494,0,121.5553968,25.1688791,,,,{},POINT (121.5553968 25.1688791)
1227691461,4210082378,1,121.5553711,25.1689475,,,,{},POINT (121.5553711 25.1689475)
1227691461,4210082379,2,121.5553787,25.1689724,,,,{},POINT (121.5553787 25.1689724)
1227691461,274940046,3,121.5553883,25.1689902,,,,{},POINT (121.5553883 25.1689902)
1227691461,11384242770,4,121.5553805,25.1690193,,,,{},POINT (121.5553805 25.1690193)
1227691461,11384242803,5,121.5553963,25.1691056,,,,{},POINT (121.5553963 25.1691056)
