activity_id,participant_id,study_population_status,base_radar_plot_created,plot_created,plot_reason,plot_path,plotted_axis_count,route_following_adjusted_proxy_applied,adjusted_route_following_value,prior_route_following_value,adjusted_route_following_band,navigation_context_available,navigation_context_badge,navigation_exposure_level,navigation_context_caption,navigation_context_boundary
35_1,35,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_35_1_v1_2.png,3,True,100.0,100.0,HIGH_ROUTE_FOLLOWING_ADJUSTED,True,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=100.0; adjusted proxy=100.0; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
36_1,36,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_36_1_v1_2.png,3,True,66.5,65.47,LOW_ROUTE_FOLLOWING_ADJUSTED,True,CONFIRMED_ACTIVE_OFF_ROUTE_REJOIN_REVIEW,HIGH_NAVIGATION_EXPOSURE,"Adjusted route-following is lowered by confirmed active-route issue evidence; interpret as route-following review context, not as a navigation ability score. Prior proxy=65.5; adjusted proxy=66.5; adjusted band=LOW_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=1; confirmed wrong-branch=0; post-finish artifacts excluded=1.","CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
37_1,37,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_37_1_v1_2.png,3,True,66.5,13.0,LOW_ROUTE_FOLLOWING_ADJUSTED,True,CONFIRMED_ACTIVE_OFF_ROUTE_REJOIN_REVIEW,HIGH_NAVIGATION_EXPOSURE,"Adjusted route-following is lowered by confirmed active-route issue evidence; interpret as route-following review context, not as a navigation ability score. Prior proxy=13.0; adjusted proxy=66.5; adjusted band=LOW_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=1; confirmed wrong-branch=0; post-finish artifacts excluded=1.","CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
38_1,38,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_38_1_v1_2.png,3,True,100.0,100.0,HIGH_ROUTE_FOLLOWING_ADJUSTED,True,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=100.0; adjusted proxy=100.0; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
3_1,3,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_3_1_v1_2.png,3,True,82.5,51.5,MID_ROUTE_FOLLOWING_ADJUSTED,True,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=51.5; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
40_1,40,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_40_1_v1_2.png,3,True,82.5,74.65,MID_ROUTE_FOLLOWING_ADJUSTED,True,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=74.7; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
41_1,41,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_41_1_v1_2.png,3,True,92.05,91.55,HIGH_ROUTE_FOLLOWING_ADJUSTED,True,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=91.5; adjusted proxy=92.0; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
42_1,42,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_42_1_v1_2.png,3,True,82.5,5.0,MID_ROUTE_FOLLOWING_ADJUSTED,True,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=5.0; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
43_1,43,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_43_1_v1_2.png,3,True,82.5,18.0,MID_ROUTE_FOLLOWING_ADJUSTED,True,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=18.0; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
44_1,44,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_44_1_v1_2.png,3,True,82.5,56.6,MID_ROUTE_FOLLOWING_ADJUSTED,True,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=56.6; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
45_1,45,RADAR_BASELINE_ACTIVITY,True,True,PLOTTED_WITH_ROUTE_FOLLOWING_ADJUSTED_PROXY_AND_NAVIGATION_CONTEXT,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_45_1_v1_2.png,3,True,91.85,91.35,HIGH_ROUTE_FOLLOWING_ADJUSTED,True,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=91.3; adjusted proxy=91.8; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
