activity_id,participant_id,study_population_status,plot_created,route_following_adjusted_proxy_applied,prior_route_following_proxy_value,prior_route_following_band,route_following_adjusted_proxy_value,route_following_adjusted_band,navigation_context_badge,navigation_exposure_level,decision_point_exposure_per_km,fork_exposure_per_km,wrong_branch_evidence_count,off_route_evidence_count,post_finish_evidence_count,adjustment_reason,route_following_adjusted_review_flag,route_following_adjusted_interpretation_label,navigation_context_caption,plot_path,navigation_context_boundary
35_1,35,RADAR_BASELINE_ACTIVITY,True,True,100.0,HIGH_ROUTE_FOLLOWING,100.0,HIGH_ROUTE_FOLLOWING_ADJUSTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,PRIOR_PROXY_RETAINED,ADJUSTED_PROXY_CONTEXT_AVAILABLE,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=100.0; adjusted proxy=100.0; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_35_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
36_1,36,RADAR_BASELINE_ACTIVITY,True,True,65.47,MID_ROUTE_FOLLOWING,66.5,LOW_ROUTE_FOLLOWING_ADJUSTED,CONFIRMED_ACTIVE_OFF_ROUTE_REJOIN_REVIEW,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,1.0,1.0,ACTIVE_OFF_ROUTE_EVIDENCE_PENALIZED,ROUTE_FOLLOWING_ACTIVE_OFF_ROUTE_REVIEW,ROUTE_FOLLOWING_LOWERED_BY_ACTIVE_OFF_ROUTE_EVIDENCE,"Adjusted route-following is lowered by confirmed active-route issue evidence; interpret as route-following review context, not as a navigation ability score. Prior proxy=65.5; adjusted proxy=66.5; adjusted band=LOW_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=1; confirmed wrong-branch=0; post-finish artifacts excluded=1.",outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_36_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
37_1,37,RADAR_BASELINE_ACTIVITY,True,True,13.0,LOW_ROUTE_FOLLOWING,66.5,LOW_ROUTE_FOLLOWING_ADJUSTED,CONFIRMED_ACTIVE_OFF_ROUTE_REJOIN_REVIEW,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,1.0,1.0,ACTIVE_OFF_ROUTE_EVIDENCE_PENALIZED,ROUTE_FOLLOWING_ACTIVE_OFF_ROUTE_REVIEW,ROUTE_FOLLOWING_LOWERED_BY_ACTIVE_OFF_ROUTE_EVIDENCE,"Adjusted route-following is lowered by confirmed active-route issue evidence; interpret as route-following review context, not as a navigation ability score. Prior proxy=13.0; adjusted proxy=66.5; adjusted band=LOW_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=1; confirmed wrong-branch=0; post-finish artifacts excluded=1.",outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_37_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
38_1,38,RADAR_BASELINE_ACTIVITY,True,True,100.0,HIGH_ROUTE_FOLLOWING,100.0,HIGH_ROUTE_FOLLOWING_ADJUSTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,PRIOR_PROXY_RETAINED,ADJUSTED_PROXY_CONTEXT_AVAILABLE,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=100.0; adjusted proxy=100.0; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_38_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
3_1,3,RADAR_BASELINE_ACTIVITY,True,True,51.5,MID_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=51.5; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_3_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
40_1,40,RADAR_BASELINE_ACTIVITY,True,True,74.65,MID_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=74.7; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_40_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
41_1,41,RADAR_BASELINE_ACTIVITY,True,True,91.55,HIGH_ROUTE_FOLLOWING,92.05,HIGH_ROUTE_FOLLOWING_ADJUSTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=91.5; adjusted proxy=92.0; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_41_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
42_1,42,RADAR_BASELINE_ACTIVITY,True,True,5.0,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=5.0; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_42_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
43_1,43,RADAR_BASELINE_ACTIVITY,True,True,18.0,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=18.0; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_43_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
44_1,44,RADAR_BASELINE_ACTIVITY,True,True,56.6,MID_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=56.6; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_44_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
45_1,45,RADAR_BASELINE_ACTIVITY,True,True,91.35,HIGH_ROUTE_FOLLOWING,91.85,HIGH_ROUTE_FOLLOWING_ADJUSTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,Adjusted route-following remains high under high navigation-challenge exposure; this is descriptive evidence of stable mainline following under a more complex route context. Prior proxy=91.3; adjusted proxy=91.8; adjusted band=HIGH_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_45_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
46_1,46,RADAR_BASELINE_ACTIVITY,True,True,13.92,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=13.9; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_46_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
48_1,48,RADAR_BASELINE_ACTIVITY,True,True,11.0,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=11.0; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_48_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
8_1,8,RADAR_BASELINE_ACTIVITY,True,True,35.35,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=35.4; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_8_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
9_1,9,RADAR_BASELINE_ACTIVITY,True,True,44.3,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,ADJUSTED_ROUTE_FOLLOWING_CONTEXT_AVAILABLE,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,Adjusted route-following context is available; interpretation remains descriptive and score-free. Prior proxy=44.3; adjusted proxy=82.5; adjusted band=MID_ROUTE_FOLLOWING_ADJUSTED; navigation exposure=HIGH_NAVIGATION_EXPOSURE; confirmed off-route=0; confirmed wrong-branch=0; post-finish artifacts excluded=1.,outputs\report_figures\ch6_5_5_personal_ability_radar_navigation_context_v1_2_adjusted_proxy\plots\personal_ability_radar_navigation_context_adjusted_proxy_9_1_v1_2.png,"CH6.5.5 personal ability radar navigation-context v1.2 adjusted-proxy preview reuses the governed radar preview axes and replaces the route_following_stability proxy value with CH6.5.5 route-following adjusted proxy v1.2. Navigation challenge exposure is shown only as caption/annotation/review context. It is not a personal ability axis and does not create a navigation ability score. This output does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
