activity_id,event_id,event_type,event_subtype,semantic_event_type_candidate,semantic_recovery_interpretation,start_elapsed_sec,end_elapsed_sec,duration_sec,start_route_dist_m,end_route_dist_m,on_route_ratio,off_route_ratio,max_offset_m,confidence,event_role,excluded_from_chain,terminal_artifact,route_issue_event,off_route_event,navigation_uncertainty_event,rejoin_candidate_event,source_file
16_1,21,facility_rest,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,4336.0,4453.0,117.0,2099.0,2099.0,1.0,0.0,5.2400219118793325,0.75,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,22,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,4456.0,4475.0,19.0,2097.0,2097.0,1.0,0.0,1.6987704189814377,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,23,short_pause,micro_pause,short_pause_candidate,possible_recovery,4477.0,4495.0,18.0,2098.0,2098.0,1.0,0.0,2.640024691374308,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,24,short_pause,micro_pause,recovery_candidate,possible_recovery,4497.0,4537.0,40.0,2099.0,2099.0,1.0,0.0,2.61798574125866,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,25,short_pause,micro_pause,recovery_candidate,confirmed_hr_recovery,4539.0,4587.0,48.0,2098.0,2098.0,1.0,0.0,2.1283851436226024,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,29,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,5799.0,5816.0,17.0,2529.0,2529.0,1.0,0.0,2.215390516996533,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,30,short_pause,micro_pause,short_pause_candidate,possible_recovery,7109.0,7127.0,18.0,3475.0,3475.0,1.0,0.0,7.308919242804557,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,31,facility_rest,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,7129.0,7232.0,103.0,3474.0,3474.0,1.0,0.0,7.591607625373879,0.75,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
16_1,32,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,8123.0,10185.0,2062.0,4187.392949094119,,0.01878612716763,0.98121387283237,114.15565825202673,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv
20_1,1,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,7048.0,8997.0,1949.0,,,0.0,1.0,119.02804044834264,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\20_1\qixing_lengshuikeng_20_1_ib3c_behavior_events.csv
23_1,1,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,9263.0,11304.0,2041.0,,,0.0,1.0,104.46936616989882,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\23_1\qixing_lengshuikeng_23_1_ib3c_behavior_events.csv
28_1,3,short_pause,micro_pause,recovery_candidate,confirmed_hr_recovery,2053.0,2087.0,34.0,2766.0,2766.0,1.0,0.0,1.2511464092211797,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,4,short_pause,micro_pause,recovery_candidate,confirmed_hr_recovery,2109.0,2158.0,49.0,2767.0,2767.0,1.0,0.0,1.2084883661937889,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,5,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,2160.0,2189.0,29.0,2766.0,2766.0,1.0,0.0,1.9008943789553965,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,6,short_pause,micro_pause,recovery_candidate,confirmed_hr_recovery,2191.0,2247.0,56.0,2765.0,2765.0,1.0,0.0,1.9856462287759944,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,7,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,2249.0,2274.0,25.0,2764.0,2764.0,1.0,0.0,1.6807509751771497,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,8,short_pause,micro_pause,short_pause_candidate,possible_recovery,2295.0,2310.0,15.0,2765.0,2765.0,1.0,0.0,2.5552875592521085,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,11,facility_rest,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,3746.0,3881.0,135.0,2099.0,2099.0,1.0,0.0,8.509601382292697,0.75,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,12,short_pause,micro_pause,recovery_candidate,possible_recovery,5580.0,5636.0,56.0,3240.0,3240.0,1.0,0.0,5.279104962094138,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,13,short_pause,micro_pause,recovery_candidate,possible_recovery,5658.0,5691.0,33.0,3243.0,3243.0,1.0,0.0,2.055680680442796,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
28_1,14,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,6586.0,8621.0,2035.0,4187.392949094119,,0.0170815031722791,0.9829184968277208,115.5020445286956,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_ib3c_behavior_events.csv
29_1,1,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,5619.0,7608.0,1989.0,,,0.0,1.0,104.47352818795524,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\29_1\qixing_lengshuikeng_29_1_ib3c_behavior_events.csv
30_1,1,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,5571.0,7464.0,1893.0,,,0.0,1.0,136.05386819425675,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\30_1\qixing_lengshuikeng_30_1_ib3c_behavior_events.csv
33_1,1,navigation_check,on_route_rest_or_navigation_check,navigation_check,other,2184.0,2250.0,66.0,2269.0,2269.0,1.0,0.0,2.0206783898617138,0.6,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\33_1\qixing_lengshuikeng_33_1_ib3c_behavior_events.csv
33_1,3,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,4588.0,6562.0,1974.0,4187.392949094119,,0.0085341365461847,0.9914658634538152,112.8904956557222,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\33_1\qixing_lengshuikeng_33_1_ib3c_behavior_events.csv
35_1,1,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,5561.0,7549.0,1988.0,,,0.0,1.0,111.27830897003253,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\35_1\qixing_lengshuikeng_35_1_ib3c_behavior_events.csv
36_1,4,facility_rest,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,3201.0,3378.0,177.0,2104.0,2104.0,1.0,0.0,5.062252566700819,0.75,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\36_1\qixing_lengshuikeng_36_1_ib3c_behavior_events.csv
36_1,13,route_uncertainty_stop,short_off_route_uncertainty,route_uncertainty_stop,off_route_event,5751.0,5795.0,44.0,,,0.0,1.0,39.70961403786004,0.6,DEVIATION_START_CANDIDATE,False,False,True,True,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\36_1\qixing_lengshuikeng_36_1_ib3c_behavior_events.csv
36_1,14,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,6048.0,8000.0,1952.0,,,0.0,1.0,119.45462639585188,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\36_1\qixing_lengshuikeng_36_1_ib3c_behavior_events.csv
37_1,8,short_pause,micro_pause,recovery_candidate,possible_recovery,2764.0,2814.0,50.0,2583.0,2583.0,1.0,0.0,1.4064592750562792,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv
37_1,13,off_route_rest,off_route_exploration_navigation_rejoin_candidate,off_route_rest,off_route_event,4233.0,5113.0,880.0,2262.0,,0.0249716231555051,0.975028376844495,176.0227384319865,0.75,REJOIN_CANDIDATE,False,False,True,True,True,True,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv
37_1,19,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,5646.0,5663.0,17.0,2396.0,2396.0,1.0,0.0,1.2226139083065324,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv
37_1,21,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,5774.0,5792.0,18.0,2418.0,2418.0,1.0,0.0,1.414181261259416,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv
37_1,22,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,5801.0,5817.0,16.0,2418.0,2418.0,1.0,0.0,1.938156981977875,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv
37_1,23,short_pause,micro_pause,recovery_candidate,possible_recovery,5827.0,5864.0,37.0,2415.0,2415.0,1.0,0.0,1.876126217968357,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv
37_1,27,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,7376.0,9511.0,2135.0,4187.392949094119,,0.00743840074384,0.99256159925616,111.07116098465322,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv
38_1,1,terminal_artifact,endpoint_artifact,terminal_artifact,terminal_artifact,8224.0,10186.0,1962.0,,,0.0,1.0,127.01589819039144,0.9,TERMINAL_ARTIFACT_EXCLUDED,True,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\38_1\qixing_lengshuikeng_38_1_ib3c_behavior_events.csv
3_1,2,short_pause,micro_pause,short_pause_candidate,possible_recovery,2738.0,2754.0,16.0,2097.0,2097.0,1.0,0.0,0.9972378578025328,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv
3_1,3,facility_rest,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,2774.0,2886.0,112.0,2101.0,2101.0,1.0,0.0,9.699225733579302,0.75,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv
3_1,4,short_pause,micro_pause,recovery_candidate,possible_recovery,2888.0,2926.0,38.0,2100.0,2100.0,1.0,0.0,8.819078787086426,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv
3_1,6,short_pause,micro_pause,short_pause_candidate,pause_without_hr_drop,3779.0,3808.0,29.0,2567.0,2567.0,1.0,0.0,3.498432202341954,0.55,NAVIGATION_CHECK_CANDIDATE,False,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\3_1\qixing_lengshuikeng_3_1_ib3c_behavior_events.csv
