schema_version,activity_id_short,activity_id_full,join_status,duration_min,route_dist_covered_m,route_dist_covered_km,candidate_duration_min_per_km,candidate_median_speed_kmh,candidate_gain_m_per_km,candidate_duration_min_per_100m_gain,candidate_gain_rate_m_per_hour,heart_rate_available,heart_rate_bpm_median,candidate_hr_median_context,candidate_weather_context_flags,backend_use_analytics_ready_ratio,calibration_review_required_ratio,movement_review_required_ratio,activity_performance_quality_flag,candidate_data_quality_gate,v0_candidate_group_id,v0_usability_gate,v0_usability_reasons,v0_review_required,v0_exclude_from_ability_estimate,v0_gate_note,ability_score_generated,ability_rank_generated,ability_class_generated,thci_scoring_authorized,radar_scoring_authorized,final_hiking_risk_scoring_authorized,authorization_note
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,28_1,qixing_lengshuikeng_28_1,MATCHED,143.6833,4186.0,4.186,34.324725,1.40256,3.097468,1108.154404,5.414408,True,144.0,HR_OBSERVED,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.76598,0.231126,0.01378,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,29_1,qixing_lengshuikeng_29_1,MATCHED,126.8,4185.0,4.185,30.298686,1.161,8.328315,363.803294,16.492429,True,139.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.735319,0.264681,0.021118,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,30_1,qixing_lengshuikeng_30_1,MATCHED,126.8333,4185.0,4.185,30.306643,2.18916,46.197611,65.602187,91.460366,True,134.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.735524,0.264476,0.0078,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,33_1,qixing_lengshuikeng_33_1,MATCHED,109.3667,4187.0,4.187,26.12054,1.99332,9.852878,265.105687,22.632483,True,138.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.700699,0.298845,0.015953,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,35_1,qixing_lengshuikeng_35_1,MATCHED,125.8167,4187.0,4.187,30.049367,1.773,11.564127,259.849852,23.090257,True,138.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.739095,0.260905,0.033664,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,36_1,qixing_lengshuikeng_36_1,MATCHED,133.3333,4167.0,4.167,31.997432,1.61568,5.886009,543.618461,11.037153,True,173.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.703431,0.295571,0.013974,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,37_1,qixing_lengshuikeng_37_1,MATCHED,158.5167,4185.0,4.185,37.877348,1.39104,11.039665,343.102314,17.487495,True,157.0,HR_OBSERVED,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.677436,0.22312,0.013742,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,38_1,qixing_lengshuikeng_38_1,MATCHED,169.7667,4182.0,4.182,40.59462,1.4688,35.282401,115.056286,52.14839,True,117.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.783331,0.215163,0.000602,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,40_1,qixing_lengshuikeng_40_1,MATCHED,128.1833,4185.0,4.185,30.629223,2.04012,6.712784,456.281992,13.149763,True,136.0,HR_OBSERVED,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.731397,0.268084,0.015297,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,41_1,qixing_lengshuikeng_41_1,MATCHED,117.55,4186.0,4.186,28.081701,1.89216,4.014572,699.494198,8.577627,True,143.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.737318,0.262682,0.008619,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,42_1,qixing_lengshuikeng_42_1,MATCHED,171.1,4187.0,4.187,40.864581,1.18944,5.219489,782.923035,7.663589,True,129.0,HR_OBSERVED,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.789735,0.209682,0.015068,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,43_1,qixing_lengshuikeng_43_1,MATCHED,190.5333,4187.0,4.187,45.505923,1.13076,7.983998,569.964103,10.526979,True,125.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.816697,0.181644,0.013798,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,44_1,qixing_lengshuikeng_44_1,MATCHED,116.5333,4187.0,4.187,27.832171,0.95652,6.782899,410.328521,14.62243,True,132.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.736234,0.263053,0.032525,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,45_1,qixing_lengshuikeng_45_1,MATCHED,120.1667,4186.0,4.186,28.706808,1.45836,6.874343,417.593481,14.36804,True,141.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.731701,0.26567,0.030165,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,46_1,qixing_lengshuikeng_46_1,MATCHED,171.5,4187.0,4.187,40.960115,1.17432,7.356102,556.818182,10.77551,True,115.0,HR_OBSERVED,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.781547,0.215352,0.028106,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
ib3_baseline_hiking_performance_v0_usability_gate_smoke_v1,48_1,qixing_lengshuikeng_48_1,MATCHED,192.7833,4187.0,4.187,46.043301,1.05948,6.686171,688.634756,8.712892,True,102.0,HR_OBSERVED,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,0.827224,0.170453,0.018327,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,READY_FOR_DESCRIPTIVE_MODEL_SMOKE,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,ALL_V0_SMOKE_USABILITY_GATES_PASSED,False,False,Passed future model v0 smoke usability checks and assigned to a candidate comparison group. USABLE does not indicate strong ability.,False,False,False,False,False,False,"Future model usability gate smoke only. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated or authorized."
