activity_id,route_case_id,prior_route_following_proxy_value,prior_route_following_band,route_following_adjusted_proxy_value,route_following_adjusted_band,navigation_exposure_level,decision_point_exposure_per_km,fork_exposure_per_km,wrong_branch_evidence_count,off_route_evidence_count,post_finish_evidence_count,gps_drift_refit_evidence_count,anchor_miss_evidence_count,adjustment_reason,route_following_adjusted_review_flag,route_following_adjusted_interpretation_label,adjustment_boundary
35_1,qixing_lengshuikeng,100.0,HIGH_ROUTE_FOLLOWING,100.0,HIGH_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,PRIOR_PROXY_RETAINED,ADJUSTED_PROXY_CONTEXT_AVAILABLE,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
36_1,qixing_lengshuikeng,65.47,MID_ROUTE_FOLLOWING,66.5,LOW_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,1.0,1.0,0.0,0.0,ACTIVE_OFF_ROUTE_EVIDENCE_PENALIZED,ROUTE_FOLLOWING_ACTIVE_OFF_ROUTE_REVIEW,ROUTE_FOLLOWING_LOWERED_BY_ACTIVE_OFF_ROUTE_EVIDENCE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
37_1,qixing_lengshuikeng,13.0,LOW_ROUTE_FOLLOWING,66.5,LOW_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,1.0,1.0,0.0,0.0,ACTIVE_OFF_ROUTE_EVIDENCE_PENALIZED,ROUTE_FOLLOWING_ACTIVE_OFF_ROUTE_REVIEW,ROUTE_FOLLOWING_LOWERED_BY_ACTIVE_OFF_ROUTE_EVIDENCE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
38_1,qixing_lengshuikeng,100.0,HIGH_ROUTE_FOLLOWING,100.0,HIGH_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,PRIOR_PROXY_RETAINED,ADJUSTED_PROXY_CONTEXT_AVAILABLE,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
3_1,qixing_lengshuikeng,51.5,MID_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
40_1,qixing_lengshuikeng,74.65,MID_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
41_1,qixing_lengshuikeng,91.55,HIGH_ROUTE_FOLLOWING,92.05,HIGH_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
42_1,qixing_lengshuikeng,5.0,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
43_1,qixing_lengshuikeng,18.0,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
44_1,qixing_lengshuikeng,56.6,MID_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
45_1,qixing_lengshuikeng,91.35,HIGH_ROUTE_FOLLOWING,91.85,HIGH_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,STABLE_MAINLINE_FOLLOWING_UNDER_HIGH_NAVIGATION_EXPOSURE_DESCRIPTIVE_EVIDENCE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
46_1,qixing_lengshuikeng,13.92,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
48_1,qixing_lengshuikeng,11.0,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
8_1,qixing_lengshuikeng,35.35,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
9_1,qixing_lengshuikeng,44.3,LOW_ROUTE_FOLLOWING,82.5,MID_ROUTE_FOLLOWING_ADJUSTED,HIGH_NAVIGATION_EXPOSURE,156.183095,156.183095,0.0,0.0,1.0,0.0,0.0,MAINLINE_ADHERENCE_REWEIGHTED_UPWARD,ADJUSTED_PROXY_CONTEXT_REWEIGHTED,ROUTE_FOLLOWING_ADJUSTED_CONTEXT_AVAILABLE_NO_SCORE,"CH6.5.5 route-following adjusted proxy v1.2 is a limited descriptive proxy. It reinterprets route-following stability with mainline adherence as the primary evidence, wrong-branch evidence as stronger penalty, anchor-miss evidence as small review penalty, post-finish off-route movement excluded, and GPS drift ignored when route refit/map-matching is correct. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, navigation ability scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causal claims."
