activity_csv,activity_id,case_id,activity_rows,activity_timestamp_epoch,activity_start_utc,activity_end_utc,activity_duration_min,activity_time_status,weather_db_path,weather_db_found,weather_observation_table_found,weather_db_obs_start_utc,weather_db_obs_end_utc,weather_db_obs_count,activity_window_overlaps_weather_db,matching_weather_obs_count,weather_data_status,missingness_reason,zero_fallback_used,audit_policy
qixing_lengshuikeng_13_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_13_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,8325,garmin_seconds,2024-08-11T00:58:17+00:00,2024-08-11T03:16:38+00:00,138.35,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_38_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_38_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,16606,garmin_seconds,2024-08-25T00:56:42+00:00,2024-08-25T03:46:28+00:00,169.77,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_3_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_3_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,7873,garmin_seconds,2024-09-16T23:43:06+00:00,2024-09-17T01:54:04+00:00,130.97,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_40_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_40_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,7714,garmin_seconds,2024-08-25T01:14:06+00:00,2024-08-25T03:22:17+00:00,128.18,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_41_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_41_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,7077,garmin_seconds,2024-08-25T00:29:17+00:00,2024-08-25T02:26:50+00:00,117.55,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_42_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_42_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,10287,garmin_seconds,2024-08-26T00:46:25+00:00,2024-08-26T03:37:31+00:00,171.1,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_43_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_43_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,11451,garmin_seconds,2024-08-25T00:07:00+00:00,2024-08-25T03:17:32+00:00,190.53,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_44_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_44_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,7010,garmin_seconds,2024-08-25T00:05:20+00:00,2024-08-25T02:01:52+00:00,116.53,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_45_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_45_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,7227,garmin_seconds,2024-08-25T00:06:25+00:00,2024-08-25T02:06:35+00:00,120.17,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_46_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_46_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,10318,garmin_seconds,2024-08-26T00:45:41+00:00,2024-08-26T03:37:11+00:00,171.5,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_48_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_48_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,11622,garmin_seconds,2024-08-19T00:42:09+00:00,2024-08-19T03:54:56+00:00,192.78,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_6_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_6_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,36630,garmin_seconds,2024-07-22T01:28:43+00:00,2024-07-22T04:47:53+00:00,199.17,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_8_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_8_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,8433,garmin_seconds,2024-08-11T00:55:44+00:00,2024-08-11T03:15:57+00:00,140.22,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
qixing_lengshuikeng_9_1_backend_activity_enriched_v1l2_osm_radar_evidence.csv,qixing_lengshuikeng_9_1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,11399,garmin_seconds,2024-09-22T00:56:08+00:00,2024-09-22T03:20:10+00:00,144.03,OK,weather\tw_weather_2026-05-01.sqlite3,True,True,2026-03-24T11:00:00+00:00,2026-04-30T23:30:00+00:00,1140566,False,0,NO_MATCHING_WEATHER_OBSERVATIONS,ACTIVITY_WINDOW_OUTSIDE_WEATHER_OBSERVATION_RANGE,False,missing_remains_missing; observed_zero_only_if_raw_observation_is_zero
