route_distance_m,dist_m,lat,lon,osm_highway,osm_surface,surface_class,route_semantic_class,osm_is_steps,slope_pct,slope_window_nlsc,near_shelter,dist_shelter_m,near_guidepost,dist_guidepost_m,near_peak,dist_peak_m,near_trailhead,dist_trailhead_m,near_waterway,dist_waterway_m,near_bench,dist_bench_m,near_picnic_table,dist_picnic_table_m,source_route_distance_m,surface_type,surface_label,slope_pct_raw,slope_pct_plot,slope_source,slope_method,surface_method,activity_id_short_x,behavior_window_start_m,activity_id_short_y,behavior_window_end_m,source_window_row_count,point_count,route_phase,speed_mps_median,speed_mps_p25,speed_mps_p75,low_speed_ratio_mean,low_speed_ratio_median,stopped_ratio_mean,stopped_ratio_median,heart_rate_bpm_median,heart_rate_bpm_p25,heart_rate_bpm_p75,route_load_context_band,calibrated_slope_pct_median_behavior,ib2_terrain_evidence_median,ib2_effort_evidence_median,ib2_exposure_evidence_median,near_steps_ratio,near_guidepost_ratio,near_shelter_ratio,near_waterway_ratio,near_cliff_ratio,near_road_ratio,osm_exposure_types,window_qa_flags,interpretation_boundary,behavior_grain_note,activity_count,event_types_at_marker_m,event_labels_at_marker_m,shelter_context_zone_id,profile_interpretation_boundary
10,10.0,25.16608487093507,121.56331975595654,steps,sett,paved_stone,steps,1,11.107479628697092,0.2,0,125.21290335937836,0,39.54858030415169,0,357.3633786787636,1,8.610674384582524,1,12.933017482384171,0,36.39944197047701,0,402.8146899309267,10.0,step,階梯 step,11.107479628697092,9.782155354821498,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
11,11.0,25.166076505101607,121.56331602524604,steps,sett,paved_stone,steps,1,10.413262151905656,0.2,0,125.43555506228736,0,38.564016086933485,0,356.6752971855537,1,9.510853757287776,1,12.975518239231832,0,35.408912598491085,0,402.1756313503942,11.0,step,階梯 step,10.413262151905656,9.766000832246393,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
12,12.0,25.16606813926807,121.56331229453602,steps,sett,paved_stone,steps,1,9.782155354821498,0.2,0,125.66577012285173,0,37.58026702116974,0,355.9886947960447,1,10.42923607019035,1,12.997116607810424,0,34.41893093944552,0,401.5380461154714,12.0,step,階梯 step,9.782155354821498,9.252098788738294,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
13,13.0,25.166059773434448,121.5633085638265,steps,sett,paved_stone,steps,1,9.206734451583998,0.2,0,125.90350704672,0,36.59739884239354,0,355.3035800891075,1,11.36140796080575,1,13.01871497929668,0,33.42954565394794,0,400.9019412599744,13.0,step,階梯 step,9.206734451583998,9.206734451583998,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
14,14.0,25.16605140760075,121.56330483311746,steps,sett,paved_stone,steps,1,9.252098788738294,0.2,0,126.14872331011856,0,35.61548447900888,0,354.61996168524456,1,12.304235721768748,1,13.040313350729734,0,32.440811306798075,0,400.267323839653,14.0,step,階梯 step,9.252098788738294,9.206734451583998,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
15,15.0,25.16604304176697,121.5633011024089,steps,sett,paved_stone,steps,1,8.738093300473793,0.2,0,126.4013753839111,0,34.634605055776326,0,353.93784825489286,1,13.255445768378706,1,13.061911721678506,0,31.452789286548672,0,399.6342009408388,15.0,step,階梯 step,8.738093300473793,9.206734451583998,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
16,16.0,25.16603465387819,121.56329743252526,steps,sett,paved_stone,steps,1,8.265763932877235,0.2,0,126.65504163283344,0,33.65623331685065,0,353.26211713216185,1,14.215145732585365,1,13.090107321365814,0,30.466658971714647,0,399.0077269058397,16.0,step,階梯 step,8.265763932877235,9.206734451583998,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
17,17.0,25.166026245374287,121.5632938194956,steps,sett,paved_stone,steps,1,7.830723725885491,0.2,0,126.91013148397803,0,32.68050155028158,0,352.59248656041865,1,15.18161620931555,1,13.124469446981156,0,29.48253529404515,0,398.3875965413809,17.0,step,階梯 step,7.830723725885491,9.206734451583998,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
18,18.0,25.16601783687032,121.56329020646642,steps,sett,paved_stone,steps,1,7.429148150197307,0.2,0,127.17257320376898,0,31.70628206210127,0,351.92442336133416,1,16.15216930350966,1,13.158831573200091,0,28.49951694225049,0,397.769013406982,18.0,step,階梯 step,7.429148150197307,9.206734451583998,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
19,19.0,25.16600942836627,121.5632865934377,steps,sett,paved_stone,steps,1,9.557690742690284,0.2,0,127.4423213753893,0,30.73371866177281,0,351.257936475155,1,17.12611093317846,1,13.19319369835501,0,27.517722370887235,0,397.1519847295474,19.0,step,階梯 step,9.557690742690284,9.252098788738294,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
20,20.0,25.16600101986215,121.56328298040948,steps,sett,paved_stone,steps,1,9.091461925970634,0.2,0,127.71932970178118,0,29.762973699024247,0,350.5930348941382,1,18.10289419326205,1,13.083890981936657,0,26.53728740962674,0,396.536517767958,20.0,step,階梯 step,9.091461925970634,9.557690742690284,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
21,21.0,25.165992980175755,121.56327847179304,steps,sett,paved_stone,steps,1,23.90240925113858,0.2,0,128.09683397202562,0,28.774438631015524,0,349.8590367329698,1,19.05769878753941,1,12.71505532451338,0,25.5430157311254,0,395.8476208217637,21.0,step,階梯 step,23.90240925113858,17.561005383004158,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
22,22.0,25.165984959873352,121.5632739161074,steps,sett,paved_stone,steps,1,20.731707317077053,0.2,0,128.48589865184877,0,27.78564644840481,0,349.1226361991349,1,20.01569658243152,1,12.410874897051666,1,24.54836956885421,0,395.15610451834505,22.0,step,階梯 step,20.731707317077053,17.561005383004158,slope_pct,11m centered rolling median of signed route slope for display readability,nearest canonical route row within 0.51m; priority=step>footway>path/trail>road>unknown/other,44_1,0,44_1,50.0,1.0,83.0,UNKNOWN,1.070731,1.070731,1.070731,0.277108,0.277108,0.0,0.0,159.0,159.0,159.0,MODERATE_ROUTE_LOAD_EVIDENCE,-1.9795,0.5,0.0,0.0,0.228916,0.084337,0.0,1.0,0.0,1.0,guidepost|road|steps|trailhead|waterway,MOVEMENT_REVIEW_PRESENT|SLOPE_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN,"Descriptive route-load, behavior, proximity exposure, and weather evidence only; no ability or risk scoring.",50m single-activity behavior window summary; not a 1m instantaneous value,1.0,,,,Surface and slope are route-axis evidence; behavior is a selected-activity window summary; event markers and shelter context zones are proximity/candidate evidence only.
