schema_version,output_case,case_id,activity_id,activity_start_time_utc,activity_end_time_utc,weather_sensitive_score_allowed,antecedent_precipitation_context_status,antecedent_precipitation_data_quality,precipitation_amount_semantics,surface_wetness_proxy_status,surface_wetness_proxy_confidence,surface_wetness_proxy_reason,surface_wetness_proxy_input_quality,surface_wetness_proxy_net_index,wetness_pressure_index,drying_potential_index,surface_wetness_proxy_evidence,rain_lookback_6h_status,rain_lookback_6h_max_observed_precipitation_mm,rain_lookback_24h_status,rain_lookback_24h_max_observed_precipitation_mm,rain_lookback_72h_status,rain_lookback_72h_max_observed_precipitation_mm,rain_lookback_7d_status,rain_lookback_7d_max_observed_precipitation_mm,positive_rain_local_dates_count_lookback_7d,positive_rain_local_dates_lookback_7d,hours_since_last_observed_rain,last_observed_rain_time_utc,last_observed_rain_station_ids,last_observed_rain_station_names,last_observed_rain_precipitation_mm_max,temperature_c_mean_primary,relative_humidity_pct_mean_primary,wind_speed_ms_mean_primary,wind_speed_ms_max_primary,sunshine_context_status,terrain_surface_context_status,soil_moisture_claim_status,zero_fallback_true_count,source_antecedent_csv,source_vector_csv,scope_note
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_35_1,2024-08-04T00:25:39+00:00,2024-08-04T02:31:28+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_36_1,2024-08-04T00:23:14+00:00,2024-08-04T02:36:34+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_37_1,2024-08-04T00:24:03+00:00,2024-08-04T03:02:34+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_38_1,2024-08-25T00:56:42+00:00,2024-08-25T03:46:28+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_3_1,2024-09-16T23:43:06+00:00,2024-09-17T01:54:04+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_40_1,2024-08-25T01:14:06+00:00,2024-08-25T03:22:17+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_41_1,2024-08-25T00:29:17+00:00,2024-08-25T02:26:50+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_42_1,2024-08-26T00:46:25+00:00,2024-08-26T03:37:31+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_43_1,2024-08-25T00:07:00+00:00,2024-08-25T03:17:32+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_44_1,2024-08-25T00:05:20+00:00,2024-08-25T02:01:52+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
ib3w_surface_wetness_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_45_1,2024-08-25T00:06:25+00:00,2024-08-25T02:06:35+00:00,False,BLOCKED_BY_GATE,BLOCKED_BY_GATE,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,BLOCKED_BY_GATE,NOT_EVALUATED,Weather-sensitive feature gate did not allow evaluation.,WEATHER_CONTEXT_PARTIAL,0.0,0.0,0.0,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,BLOCKED_BY_GATE,,,,,,,,,,,,,SUNSHINE_NOT_AVAILABLE_IN_CURRENT_FEATURE_VECTOR_V1,NOT_JOINED_IN_V1,NOT_CLAIMED_PROXY_ONLY,0,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Surface wetness proxy only. No true soil moisture claim, no hiking risk score, no THCI, no terrain/surface join, no missing-to-zero imputation."
