event_id,event_type,start_elapsed_sec,end_elapsed_sec,activity_point_count_in_interval,safe_route_point_count_in_interval,route_dist_min_m,route_dist_max_m,event_mapping_status,event_mapping_reason
16,high_hr_recovery_stop,3273.0,3391.0,119,119,2649.0,2649.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
17,high_hr_recovery_stop,3561.0,3583.0,23,23,2585.0,2585.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
18,short_pause,3673.0,3703.0,31,31,2555.0,2555.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
19,high_hr_recovery_stop,3980.0,3996.0,17,17,2400.0,2400.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
20,high_hr_recovery_stop,4029.0,4089.0,61,61,2385.0,2385.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
21,short_pause,4092.0,4139.0,48,48,2387.0,2387.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
23,short_pause,4300.0,4351.0,52,52,2381.0,2381.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
24,short_pause,4353.0,4398.0,46,46,2380.0,2380.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
25,short_pause,4406.0,4435.0,30,30,2378.0,2378.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
26,high_hr_recovery_stop,4887.0,4943.0,57,57,2197.0,2197.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
27,high_hr_recovery_stop,5051.0,5080.0,30,30,2140.0,2140.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
29,high_hr_recovery_stop,5863.0,5880.0,18,18,2334.0,2334.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
30,high_hr_recovery_stop,5973.0,5993.0,21,21,2360.0,2360.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
31,short_pause,5995.0,6014.0,20,20,2359.0,2359.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
32,short_pause,6016.0,6034.0,19,19,2358.0,2358.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
33,short_pause,6475.0,6493.0,19,19,2567.0,2567.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
34,short_pause,6550.0,6565.0,16,16,2591.0,2591.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
35,short_pause,7174.0,7191.0,18,18,2800.0,2800.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
36,short_pause,7196.0,7229.0,34,33,2802.0,2802.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
37,short_pause,8261.0,8305.0,45,45,3674.0,3674.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
38,short_pause,8451.0,8498.0,48,48,3781.0,3781.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
39,short_pause,8500.0,8527.0,28,28,3782.0,3782.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
40,short_pause,8529.0,8555.0,27,27,3783.0,3783.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
41,short_pause,8578.0,8599.0,22,22,3795.0,3795.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
42,short_pause,8780.0,8795.0,16,16,3894.0,3894.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
43,short_pause,9101.0,9122.0,22,22,4022.0,4022.0,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
44,terminal_artifact,9343.0,11432.0,2107,40,4187.0,4187.392949094119,ROUTE_WINDOW_OVERLAY_READY,event interval has IB3A2 elapsed-time points with reliable route distance
