activity_id_short,ib3a2_csv,ib3c_csv,ib3a2_columns,ib3c_columns,route_distance_source_column,activity_rows,event_rows,mapped_event_rows,event_review_required_count,overlay_window_rows,overlay_csv,event_mapping_review_csv,event_overlay_status_distribution
29_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_29_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\29_1\qixing_lengshuikeng_29_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,23534,1,1,1,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_29_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_29_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:39 | ROUTE_WINDOW_OVERLAY_READY_WITH_EVENT_REVIEW:45
30_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_30_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\30_1\qixing_lengshuikeng_30_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,17563,1,1,1,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_30_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_30_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:42 | ROUTE_WINDOW_OVERLAY_READY_WITH_EVENT_REVIEW:42
33_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_33_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\33_1\qixing_lengshuikeng_33_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,6582,3,1,0,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_33_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_33_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:42 | ROUTE_WINDOW_OVERLAY_READY:42
35_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_35_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\35_1\qixing_lengshuikeng_35_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,23200,1,1,1,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_35_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_35_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:41 | ROUTE_WINDOW_OVERLAY_READY_WITH_EVENT_REVIEW:43
36_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_36_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\36_1\qixing_lengshuikeng_36_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,8015,14,12,1,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_36_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_36_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:44 | ROUTE_WINDOW_OVERLAY_READY_WITH_EVENT_REVIEW:40
37_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_37_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,9533,27,27,0,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_37_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_37_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:31 | ROUTE_WINDOW_OVERLAY_READY:53
38_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_38_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\38_1\qixing_lengshuikeng_38_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,16606,1,1,1,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_38_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_38_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:30 | ROUTE_WINDOW_OVERLAY_READY_WITH_EVENT_REVIEW:54
40_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_40_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,7714,9,8,0,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_40_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_40_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:30 | ROUTE_WINDOW_OVERLAY_READY:54
41_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_41_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\41_1\qixing_lengshuikeng_41_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,7077,8,8,0,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_41_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_41_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:31 | ROUTE_WINDOW_OVERLAY_READY:53
42_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_42_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\42_1\qixing_lengshuikeng_42_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,10287,30,23,0,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_42_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_42_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:30 | ROUTE_WINDOW_OVERLAY_READY:54
43_1,D:\mountain_work\115_osm\outputs\ib3a2_on_route_activity_filter_v4b_after_forced_route\qixing_lengshuikeng\qixing_lengshuikeng_43_1_mapmatched_activity_labeled.csv,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_v1c_recovery_speed07_after_forced_route\qixing_lengshuikeng\43_1\qixing_lengshuikeng_43_1_ib3c_behavior_events.csv,route_folder|case_id|subject_id|trial_id|row_index|point_index|activity_id|timestamp_s|elapsed_sec|dt_sec|lat|lon|ele_m|distance_m|heart_rate_bpm|route_dist_m|projected_route_dist_m|nearest_route_dist_m|reliable_route_dist_m|route_progress_reliable|route_progress_state|route_projection_confidence|route_projection_note|offset_m|segment_id|direction_hint|match_quality|source_file|sequence_match_score|candidate_rank|route_dist_delta_m|reliable_route_dist_delta_m|implied_route_speed_mps|sequence_jump_guard_flag|sequence_branch_ambiguity_flag|summit_dist_m|summit_reached_flag|candidate_phase|summit_transition_lock_applied|summit_transition_release_flag|source_csv_row_index|usable_on_route|excluded_reason|excursion_id|manual_override_applied|manual_event_id|manual_label|manual_interpretation|segment_role|route_progress_excluded,event_id|route_folder|activity_id|event_type|event_subtype|event_modifiers|start_elapsed_sec|end_elapsed_sec|duration_sec|duration_tier|start_row_index|end_row_index|start_route_dist_m|end_route_dist_m|route_dist_span_m|mean_speed_mps|min_speed_mps|max_speed_mps|median_offset_m|max_offset_m|on_route_ratio|off_route_ratio|mean_hr_bpm|max_hr_bpm|hr_start_bpm|hr_end_bpm|hr_delta_bpm|hr_recovery_slope_bpm_per_min|rest_duration_tier|recovery_level|hr_recovery_effect|estimated_recovery_score|recovery_interpretation|route_semantic_context|surface_context|facility_context|rest_context|support_context|hydrology_context|slope_context|terrain_risk_context|terrain_risk_score_mean|weather_mode|weather_scenario_name|weather_context|weather_event_modifier|activity_risk_context|excluded_reason_context|candidate_reason|confidence|points_n,reliable_route_dist_m,11451,44,39,0,84,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_43_1_ib3d_event_route_window_overlay.csv,D:\mountain_work\115_osm\outputs\report_figures\ch6_5_ib3d_event_route_window_bridge_v1\activity_43_1_ib3d_event_mapping_review.csv,NO_ACTIVITY_POINTS_IN_ROUTE_WINDOW:42 | ROUTE_WINDOW_OVERLAY_READY:42
