schema_version,output_case,case_id,activity_id,activity_start_time_utc,activity_end_time_utc,weather_sensitive_score_allowed,primary_candidate_station_ids,primary_candidate_station_names,direct_visibility_observation_status,weather_text_observation_status,dew_point_estimation_status,actual_fog_claim_status,actual_low_cloud_claim_status,actual_navigation_failure_claim_status,thci_or_final_risk_status,surface_wetness_proxy_status,surface_wetness_proxy_confidence,surface_wetness_proxy_net_index,scope_note,activity_start_local_hour,activity_start_night_or_early_morning_flag,analysis_weather_row_count,analysis_observed_station_count,analysis_rh_mean_pct,analysis_rh_max_pct,analysis_t_minus_td_min_c,analysis_t_minus_td_mean_c,analysis_wind_mean_ms,analysis_wind_class,analysis_station_agreement_ratio,analysis_station_saturation_summary,prestart_3h_temperature_change_c,fog_low_cloud_condition_proxy_status,fog_low_cloud_condition_proxy_confidence,fog_low_cloud_condition_proxy_index_v1,fog_type_hint,fog_low_cloud_condition_proxy_reason,fog_low_cloud_condition_proxy_evidence,zero_fallback_true_count
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_35_1,2024-08-04T00:25:39+00:00,2024-08-04T02:31:28+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_36_1,2024-08-04T00:23:14+00:00,2024-08-04T02:36:34+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_37_1,2024-08-04T00:24:03+00:00,2024-08-04T03:02:34+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_38_1,2024-08-25T00:56:42+00:00,2024-08-25T03:46:28+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_3_1,2024-09-16T23:43:06+00:00,2024-09-17T01:54:04+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_40_1,2024-08-25T01:14:06+00:00,2024-08-25T03:22:17+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_41_1,2024-08-25T00:29:17+00:00,2024-08-25T02:26:50+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_42_1,2024-08-26T00:46:25+00:00,2024-08-26T03:37:31+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_43_1,2024-08-25T00:07:00+00:00,2024-08-25T03:17:32+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_44_1,2024-08-25T00:05:20+00:00,2024-08-25T02:01:52+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
ib3w_fog_low_cloud_condition_proxy_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_45_1,2024-08-25T00:06:25+00:00,2024-08-25T02:06:35+00:00,False,466910|466930|A0A460|C0AC40,,VISIBILITY_M_UNAVAILABLE_IN_CURRENT_DB,WEATHER_TEXT_UNAVAILABLE_IN_CURRENT_DB,ESTIMATED_FROM_TEMPERATURE_AND_RH_WHEN_AVAILABLE,NOT_CLAIMED_NO_DIRECT_VISIBILITY_OR_WEATHER_TEXT,NOT_CLAIMED_CONDITION_PROXY_ONLY,NOT_CLAIMED_REQUIRES_ACTIVITY_BEHAVIOR_LAYER,NOT_COMPUTED_CONTEXT_ONLY,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,"Fog/low-cloud condition proxy only. No direct fog observation, no direct visibility observation, no actual迷航 claim, no THCI, no final hiking risk score, no missing-to-zero imputation.",,,0,0,,,,,,WIND_UNKNOWN,,,,BLOCKED_BY_GATE,NOT_EVALUATED,,NO_FOG_TYPE_HINT,Weather-sensitive feature gate did not allow fog/low-cloud proxy evaluation.,,0
