schema_version,activity_id_short,activity_id_full,performance_activity_id_full,weather_activity_id,join_status,duration_sec,duration_min,route_dist_covered_m,backend_use_analytics_ready_ratio,calibration_review_required_ratio,movement_review_required_ratio,calibrated_speed_mps_median,calibrated_speed_mps_p25,calibrated_speed_mps_p75,moving_sec,stopped_sec,movement_state_distribution,heart_rate_available,heart_rate_bpm_median,heart_rate_bpm_p75,heart_rate_bpm_p90,calibrated_cumulative_gain_m,calibrated_cumulative_loss_m,terrain_slope_pct_median,terrain_slope_pct_p75,terrain_slope_pct_p90,terrain_risk_band_distribution,route_phase_distribution,activity_performance_quality_flag,activity_date_taiwan,activity_start_taiwan,activity_end_taiwan,observed_context_source_type,observed_variable_count,unavailable_variable_count,temperature_c,relative_humidity_pct,pressure_hpa,wind_speed_ms,wind_gust_ms,wind_direction_deg,precipitation_mm,sunshine_duration_min,uv_index,rain_observed,high_humidity_observed,wind_gust_observed,descriptive_tags,codis_selected_station_names,descriptive_context_note,weather_join_performed,thci_scoring_authorized,radar_scoring_authorized,final_hiking_risk_scoring_authorized,authorization_note
ib3w_activity_weather_performance_join_v1,28_1,qixing_lengshuikeng_28_1,qixing_lengshuikeng_28_1,qixing_lengshuikeng_28_1,MATCHED,8621.0,143.6833,4186.0,0.76598,0.231126,0.01378,0.3896,0.1179,0.713,5327.0,323.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:14|GPS_DRIFT_SUSPECTED:82|LOW_CONFIDENCE_REVIEW:1848|MOVING:4192|SLOW_MOVING:1135|STOPPED:323|TIME_INVALID:1|UNKNOWN_REVIEW:1017|WRONG_ROUTE_MOVING:24,True,144.0,159.0,168.0,12.966,38.634,22.5475,40.7695,55.146,,UNKNOWN:8636,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-04,2024-08-04 09:10,2024-08-04 11:34,OBSERVED_HISTORICAL_CODIS,9,4,25.9,88.2,918.5,1.9,7.1,345.5,0,222,7,False,False,True,無觀測降雨、濕度 <90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HOT_SUNNY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,29_1,qixing_lengshuikeng_29_1,qixing_lengshuikeng_29_1,qixing_lengshuikeng_29_1,MATCHED,7608.0,126.8,4185.0,0.735319,0.264681,0.021118,0.3225,0.0728,0.7735,3958.0,0.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:15934|GPS_DRIFT_SUSPECTED:62|LOW_CONFIDENCE_REVIEW:2003|MOVING:3098|SLOW_MOVING:860|TIME_INVALID:1|UNKNOWN_REVIEW:1576,True,139.0,158.0,166.0,34.854,49.429,31.491,50.145,77.8038,,UNKNOWN:23534,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-24,2024-08-24 09:22,2024-08-24 11:29,OBSERVED_HISTORICAL_CODIS,9,4,24,94.2,920.2,2.1,5.8,350,1,204,7,True,True,True,有觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HIGH_HUMIDITY_WITH_PERFORMANCE_CONTEXT|RAIN_OBSERVED_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,30_1,qixing_lengshuikeng_30_1,qixing_lengshuikeng_30_1,qixing_lengshuikeng_30_1,MATCHED,7610.0,126.8333,4185.0,0.735524,0.264476,0.0078,0.6081,0.3075,0.9768,4854.0,438.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:15690|GPS_DRIFT_SUSPECTED:5|LOW_CONFIDENCE_REVIEW:370|MOVING:1133|SLOW_MOVING:211|STOPPED:16|TIME_INVALID:1|UNKNOWN_REVIEW:137,True,134.0,153.0,159.0,193.337,214.293,17.291,29.4675,40.3952,,UNKNOWN:17563,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-04,2024-08-04 08:24,2024-08-04 10:31,OBSERVED_HISTORICAL_CODIS,9,4,25.3,90.4,918.7,1.7,7.1,326.8,0,198,6,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HIGH_HUMIDITY_WITH_PERFORMANCE_CONTEXT|HOT_SUNNY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,33_1,qixing_lengshuikeng_33_1,qixing_lengshuikeng_33_1,qixing_lengshuikeng_33_1,MATCHED,6562.0,109.3667,4187.0,0.700699,0.298845,0.015953,0.5537,0.2219,1.027,4046.0,302.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:19|GPS_DRIFT_SUSPECTED:26|LOW_CONFIDENCE_REVIEW:1950|MOVING:3557|SLOW_MOVING:489|STOPPED:302|TIME_INVALID:1|UNKNOWN_REVIEW:235|WRONG_ROUTE_MOVING:3,True,138.0,156.0,163.0,41.254,38.59,30.9235,64.7275,106.2265,,UNKNOWN:6582,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-25,2024-08-25 08:53,2024-08-25 10:42,OBSERVED_HISTORICAL_CODIS,9,4,23.8,91.4,919,3.1,6.8,350,0,300,11,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HIGH_HUMIDITY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,35_1,qixing_lengshuikeng_35_1,qixing_lengshuikeng_35_1,qixing_lengshuikeng_35_1,MATCHED,7549.0,125.8167,4187.0,0.739095,0.260905,0.033664,0.4925,0.2069,0.8935,4674.0,0.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:15650|GPS_DRIFT_SUSPECTED:26|LOW_CONFIDENCE_REVIEW:1975|MOVING:3877|SLOW_MOVING:797|TIME_INVALID:1|UNKNOWN_REVIEW:874,True,138.0,161.0,167.0,48.419,37.35,27.6565,53.2737,89.1185,,UNKNOWN:23200,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-04,2024-08-04 08:25,2024-08-04 10:31,OBSERVED_HISTORICAL_CODIS,9,4,25.3,90.4,918.7,1.7,7.1,326.8,0,198,6,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HIGH_HUMIDITY_WITH_PERFORMANCE_CONTEXT|HOT_SUNNY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,36_1,qixing_lengshuikeng_36_1,qixing_lengshuikeng_36_1,qixing_lengshuikeng_36_1,MATCHED,8000.0,133.3333,4167.0,0.703431,0.295571,0.013974,0.4488,0.1756,0.8302,4772.0,350.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:14|GPS_DRIFT_SUSPECTED:83|LOW_CONFIDENCE_REVIEW:2283|MOVING:3795|SLOW_MOVING:977|STOPPED:350|TIME_INVALID:1|UNKNOWN_REVIEW:504|WRONG_ROUTE_MOVING:8,True,173.0,182.0,189.0,24.527,21.912,44.729,65.822,85.796,,UNKNOWN:8015,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-04,2024-08-04 08:23,2024-08-04 10:36,OBSERVED_HISTORICAL_CODIS,9,4,25.3,90.4,918.7,1.7,7.1,326.8,0,198,6,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HIGH_HUMIDITY_WITH_PERFORMANCE_CONTEXT|HOT_SUNNY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,37_1,qixing_lengshuikeng_37_1,qixing_lengshuikeng_37_1,qixing_lengshuikeng_37_1,MATCHED,9511.0,158.5167,4185.0,0.677436,0.22312,0.013742,0.3864,0.1185,0.7536,5280.0,432.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:21|GPS_DRIFT_SUSPECTED:37|LOW_CONFIDENCE_REVIEW:2029|MOVING:4091|SLOW_MOVING:1189|STOPPED:432|TIME_INVALID:1|UNKNOWN_REVIEW:898|WRONG_ROUTE_MOVING:835,True,157.0,167.0,173.0,46.201,12.541,23.347,64.887,83.3912,,UNKNOWN:9533,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-04,2024-08-04 08:24,2024-08-04 11:02,OBSERVED_HISTORICAL_CODIS,9,4,25.6,89.6,918.6,1.8,7.1,332.4,0,222,7,False,False,True,無觀測降雨、濕度 <90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HOT_SUNNY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,38_1,qixing_lengshuikeng_38_1,qixing_lengshuikeng_38_1,qixing_lengshuikeng_38_1,MATCHED,10186.0,169.7667,4182.0,0.783331,0.215163,0.000602,0.408,0.0698,0.7352,5708.0,24.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:13371|GPS_DRIFT_SUSPECTED:19|LOW_CONFIDENCE_REVIEW:691|MOVING:1415|SLOW_MOVING:408|STOPPED:1|TIME_INVALID:1|UNKNOWN_REVIEW:697|WRONG_ROUTE_MOVING:3,True,117.0,129.0,139.0,147.551,185.752,16.76,29.4597,43.0675,,UNKNOWN:16606,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-25,2024-08-25 08:56,2024-08-25 11:46,OBSERVED_HISTORICAL_CODIS,9,4,24.1,90.8,918.9,3.2,6.8,350,0,336,11,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HIGH_HUMIDITY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,40_1,qixing_lengshuikeng_40_1,qixing_lengshuikeng_40_1,qixing_lengshuikeng_40_1,MATCHED,7691.0,128.1833,4185.0,0.731397,0.268084,0.015297,0.5667,0.2489,0.9901,4748.0,202.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:22|GPS_DRIFT_SUSPECTED:46|LOW_CONFIDENCE_REVIEW:2035|MOVING:3764|SLOW_MOVING:984|STOPPED:202|TIME_INVALID:1|UNKNOWN_REVIEW:656|WRONG_ROUTE_MOVING:4,True,136.0,149.0,154.0,28.093,40.215,11.837,34.59,50.2388,,UNKNOWN:7714,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-25,2024-08-25 09:14,2024-08-25 11:22,OBSERVED_HISTORICAL_CODIS,9,4,24.5,89.6,919,3.2,6.8,351.2,0,336,11,False,False,True,無觀測降雨、濕度 <90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,WEATHER_CONTEXT_ATTACHED_DESCRIPTIVE_ONLY,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,41_1,qixing_lengshuikeng_41_1,qixing_lengshuikeng_41_1,qixing_lengshuikeng_41_1,MATCHED,7053.0,117.55,4186.0,0.737318,0.262682,0.008619,0.5256,0.2224,0.9326,4565.0,36.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:23|GPS_DRIFT_SUSPECTED:22|LOW_CONFIDENCE_REVIEW:1839|MOVING:3784|SLOW_MOVING:781|STOPPED:36|TIME_INVALID:1|UNKNOWN_REVIEW:591,True,143.0,155.0,160.0,16.805,33.935,27.531,47.027,70.157,,UNKNOWN:7077,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-25,2024-08-25 08:29,2024-08-25 10:26,OBSERVED_HISTORICAL_CODIS,9,4,23.8,91.4,919,3.1,6.8,350,0,300,11,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,HIGH_HUMIDITY_WITH_PERFORMANCE_CONTEXT,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
ib3w_activity_weather_performance_join_v1,42_1,qixing_lengshuikeng_42_1,qixing_lengshuikeng_42_1,qixing_lengshuikeng_42_1,MATCHED,10266.0,171.1,4187.0,0.789735,0.209682,0.015068,0.3304,0.0881,0.6405,5759.0,759.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:20|GPS_DRIFT_SUSPECTED:81|LOW_CONFIDENCE_REVIEW:2141|MOVING:4098|SLOW_MOVING:1661|STOPPED:759|TIME_INVALID:1|UNKNOWN_REVIEW:1525|WRONG_ROUTE_MOVING:1,True,129.0,153.0,160.0,21.854,44.098,26.132,44.193,72.7346,,UNKNOWN:10287,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,2024-08-26,2024-08-26 08:46,2024-08-26 11:37,OBSERVED_HISTORICAL_CODIS,9,4,23.9,89.7,917.1,3.1,7.4,354.2,0,294,8,False,False,True,無觀測降雨、濕度 <90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,WEATHER_CONTEXT_ATTACHED_DESCRIPTIVE_ONLY,True,False,False,False,"Descriptive activity performance and weather context join only. No THCI scoring, radar scoring, final hiking risk scoring, or ability scoring is authorized."
