activity_id_short,window_count,activity_has_min_windows,route_distance_min_m,route_distance_max_m,speed_mps_median_activity,speed_mps_iqr_activity,speed_cv_iqr_over_median,low_speed_ratio_median_activity,low_speed_high_window_count,low_speed_high_window_ratio,low_speed_high_cluster_max_run_windows,low_speed_high_cluster_max_run_fraction,stopped_ratio_median_activity,stopped_window_count,stopped_window_ratio,stopped_cluster_max_run_windows,stopped_cluster_max_run_fraction,early_speed_mps_median,late_speed_mps_median,late_stage_speed_degradation_ratio,high_route_load_window_count,high_route_load_window_ratio,route_load_context_index_median,high_route_load_speed_mps_median,reference_speed_mps_median_for_high_load,high_route_load_speed_maintenance_ratio,high_route_load_speed_maintenance_basis,route_load_context_bands_observed,weather_context_flags_observed,interpretation_boundary,axis_group_relative_index_0_100,axis_support_status,component_available_count,component_missing_ids
35_1,84,True,0,4200,0.7529115,0.4632362499999999,0.6152598944231824,0.0382785,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.890897,0.84876,0.047297274544644385,48,0.5714285714285714,66.9265,0.5993839999999999,1.0092455,0.5938931607819901,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",58.75,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
36_1,81,True,0,4200,0.673549,0.34631600000000007,0.5141660072244189,0.168831,21,0.25925925925925924,6,0.07407407407407407,0.0,1,0.012345679012345678,1,0.012345679012345678,0.714657,0.789676,0.0,42,0.5185185185185185,67.44,0.5147495,0.848824,0.6064266561737179,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",56.042,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
37_1,80,True,0,4200,0.6348125,0.41266925000000004,0.6500647829083391,0.17727150000000003,27,0.3375,6,0.075,0.0,1,0.0125,1,0.0125,0.722857,0.752132,0.0,45,0.5625,68.344,0.5142,0.81797,0.6286294118366199,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",42.708,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
38_1,81,True,0,4200,0.54872,0.350217,0.6382435486222482,0.056452,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.551838,0.648226,0.0,46,0.5679012345679012,67.274,0.472016,0.659588,0.715622479487195,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",74.792,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
3_1,81,True,0,4200,0.702273,0.34119599999999994,0.4858452482154375,0.111111,20,0.24691358024691357,6,0.07407407407407407,0.0,1,0.012345679012345678,1,0.012345679012345678,0.785026,0.735439,0.06316606074193731,46,0.5679012345679012,68.812,0.5824659999999999,0.816133,0.7136900480681456,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|STRONG_GUST_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",50.833,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
40_1,81,True,0,4200,0.677926,0.503754,0.7430811032472571,0.217391,26,0.32098765432098764,4,0.04938271604938271,0.0,1,0.012345679012345678,1,0.012345679012345678,0.79875,0.790371,0.010490140845070273,46,0.5679012345679012,69.381,0.5676865,0.995464,0.5702732595051152,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",29.375,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
41_1,83,True,0,4200,0.796136,0.4919485,0.6179201794668248,0.098361,20,0.24096385542168675,6,0.07228915662650602,0.0,0,0.0,0,0.0,0.951481,0.9045435,0.049330990319302326,47,0.5662650602409639,65.646,0.571743,1.0018725,0.5706744121632243,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",46.25,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
42_1,84,True,0,4200,0.497648,0.3587892499999999,0.7209699426100374,0.307692,43,0.5119047619047619,10,0.11904761904761904,0.0,2,0.023809523809523808,1,0.011904761904761904,0.621136,0.529384,0.147716442131836,47,0.5595238095238095,67.1825,0.445755,0.719663,0.6193940775057214,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",25.625,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
43_1,84,True,0,4200,0.450511,0.35895999999999995,0.7967840962817777,0.3672415,54,0.6428571428571429,8,0.09523809523809523,0.0,2,0.023809523809523808,1,0.011904761904761904,0.4784885,0.494931,0.0,47,0.5595238095238095,66.971,0.304116,0.64067,0.4746843148578832,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",28.959,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
44_1,80,True,0,4200,0.995302,0.7320722500000001,0.7355277594137257,0.078947,13,0.1625,4,0.05,0.0,1,0.0125,1,0.0125,1.1387464999999999,1.064357,0.06532577707154308,47,0.5875,70.4865,0.839014,1.392026,0.6027286846653727,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",22.5,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
45_1,81,True,0,4200,0.847411,0.5134199999999999,0.6058689349087986,0.105263,16,0.19753086419753085,3,0.037037037037037035,0.0,1,0.012345679012345678,1,0.012345679012345678,1.024924,0.996898,0.027344466516541766,46,0.5679012345679012,68.466,0.6652235,1.183153,0.5622463874072077,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",41.875,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
46_1,84,True,0,4200,0.5117065,0.34117775,0.6667449993306711,0.3131435,45,0.5357142857142857,10,0.11904761904761904,0.0,2,0.023809523809523808,1,0.011904761904761904,0.6173305,0.5950015,0.03617025240126648,46,0.5476190476190477,65.1825,0.420396,0.7008065,0.5998745730811572,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",30.625,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
48_1,84,True,0,4200,0.45226750000000004,0.36496950000000006,0.8069770655640744,0.330877,47,0.5595238095238095,11,0.13095238095238096,0.0,2,0.023809523809523808,1,0.011904761904761904,0.537929,0.5461020000000001,0.0,45,0.5357142857142857,66.06450000000001,0.389674,0.577315,0.6749763993660307,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|STRONG_GUST_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",37.917,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
8_1,84,True,0,4200,0.6417250000000001,0.396792,0.6183209318633369,0.1847855,30,0.35714285714285715,7,0.08333333333333333,0.0,1,0.011904761904761904,1,0.011904761904761904,0.7304355,0.737295,0.0,44,0.5238095238095238,66.465,0.524316,0.8373785,0.6261397922206028,HIGH_VS_NON_HIGH_ROUTE_LOAD_SPEED_RATIO,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT|VERY_HIGH_ROUTE_LOAD_CONTEXT,HIGH_UV_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims.",52.917,SUPPORTED_PACING_MOVEMENT_STABILITY_EVIDENCE,5,
