profile_id,profile_scope,route_folder,activity_count,activity_id_short_list,windows_n,speed_mps_median_p25,speed_mps_median_median,speed_mps_median_p75,low_speed_ratio_avg,low_speed_ratio_median,stopped_ratio_avg,stopped_ratio_median,heart_rate_bpm_median_avg,heart_rate_bpm_median_median,heart_rate_bpm_p75_median,high_hr_window_ratio,low_speed_window_ratio,stopped_window_ratio,route_load_behavior_candidate_window_ratio,weather_context_available_ratio,data_quality_flags,behavior_response_flags_observed,route_phase_recovery_flags_observed,interpretation_boundary,activity_id_short,activity_windows_n,uphill_windows_n,downhill_windows_n,low_slope_or_mixed_windows_n,slope_missing_windows_n,slope_available_ratio,candidate_windows_n,max_route_load_context_index_0_100,median_route_load_context_index_0_100,high_or_very_high_load_ratio,candidate_window_ratio,hr_recovery_evidence_present,completion_time_context_available,readiness_review_available,readiness_review_flags,early_high_hr_evidence_present
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,35_1,84,0.520244,0.752911,0.98348,0.066548,0.038279,0.0,0.0,151.77381,153.5,162.0,0.285714,0.0,0.0,0.428571,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,SPEED_BELOW_LOW_SPEED_THRESHOLD,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",35_1,84,16,13,2,53,0.369048,36,100.0,66.927,0.571429,0.428571,False,True,True,58.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|CONSERVATIVE_PLANNING_WINDOWS_PRESENT|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|HR_RECOVERY_EVIDENCE_LIMITED|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,36_1,81,0.501775,0.673549,0.848091,0.185324,0.168831,0.012852,0.0,177.54321,179.0,183.0,0.259259,0.234568,0.037037,0.444444,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",36_1,81,8,8,3,62,0.234568,36,100.0,67.44,0.518519,0.444444,True,True,True,88.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_NO_RECOVERY_BURDEN_REVIEW|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,37_1,80,0.440911,0.634813,0.85358,0.225504,0.177272,0.022764,0.0,159.70625,161.0,169.0,0.2875,0.325,0.1125,0.4625,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",37_1,80,12,13,4,51,0.3625,37,100.0,68.344,0.5625,0.4625,True,True,True,104.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|CONSERVATIVE_PLANNING_WINDOWS_PRESENT|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,38_1,81,0.325986,0.54872,0.676203,0.066292,0.056452,3.2e-05,0.0,120.154321,121.0,132.0,0.259259,0.0,0.0,0.555556,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,SPEED_BELOW_LOW_SPEED_THRESHOLD,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",38_1,81,26,40,12,3,0.962963,45,100.0,67.274,0.567901,0.555556,False,True,True,85.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|HR_RECOVERY_EVIDENCE_LIMITED|PLANNING_REVIEW_WINDOWS_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,3_1,81,0.536636,0.702273,0.877832,0.174861,0.111111,0.008893,0.0,121.82716,115.0,144.0,0.259259,0.209877,0.024691,0.45679,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",3_1,81,9,21,1,50,0.382716,37,100.0,68.812,0.567901,0.45679,True,True,True,79.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,40_1,81,0.49027,0.677926,0.994024,0.221763,0.217391,0.009423,0.0,143.814815,146.5,150.75,0.296296,0.296296,0.024691,0.518519,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",40_1,81,10,26,6,39,0.518519,42,100.0,69.381,0.567901,0.518519,True,True,True,94.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,41_1,83,0.533821,0.796136,1.02577,0.173066,0.098361,0.003524,0.0,151.216867,151.0,156.0,0.26506,0.228916,0.024096,0.493976,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",41_1,83,13,18,3,49,0.409639,41,100.0,65.646,0.566265,0.493976,True,True,True,75.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|HIGH_HR_NO_RECOVERY_BURDEN_REVIEW|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,42_1,84,0.350879,0.497648,0.709668,0.32626,0.307692,0.030715,0.0,140.613095,138.25,154.625,0.285714,0.511905,0.083333,0.547619,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",42_1,84,14,22,4,44,0.47619,46,100.0,67.183,0.559524,0.547619,True,True,True,136.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_HR_NO_RECOVERY_BURDEN_REVIEW|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,43_1,84,0.282639,0.450511,0.641598,0.355164,0.367241,0.037286,0.0,127.982143,128.0,137.25,0.27381,0.607143,0.190476,0.559524,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",43_1,84,15,16,4,49,0.416667,47,100.0,66.971,0.559524,0.559524,True,True,True,159.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,44_1,80,0.732359,0.995302,1.464431,0.144703,0.078947,0.01661,0.0,163.50625,166.0,169.0,0.25,0.15,0.05,0.275,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",44_1,80,11,37,11,21,0.7375,22,100.0,70.487,0.5875,0.275,True,True,True,55.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|CONSERVATIVE_PLANNING_WINDOWS_PRESENT|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,45_1,81,0.607203,0.847411,1.120623,0.155366,0.105263,0.00668,0.0,156.259259,159.0,163.0,0.259259,0.185185,0.012346,0.37037,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",45_1,81,20,19,9,33,0.592593,30,100.0,68.466,0.567901,0.37037,True,True,True,63.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|CONSERVATIVE_PLANNING_WINDOWS_PRESENT|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,46_1,84,0.36619,0.511706,0.707368,0.319905,0.313144,0.028583,0.0,131.083333,127.5,150.125,0.25,0.5,0.083333,0.52381,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",46_1,84,18,18,6,42,0.5,44,100.0,65.183,0.547619,0.52381,True,True,True,131.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_NO_RECOVERY_BURDEN_REVIEW|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,48_1,84,0.25469,0.452268,0.61966,0.333654,0.330877,0.046376,0.0,112.119048,109.25,127.375,0.25,0.559524,0.166667,0.535714,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",48_1,84,14,14,5,51,0.392857,45,100.0,66.065,0.535714,0.535714,True,True,True,153.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
qixing_lengshuikeng_activity_group_full25,ACTIVITY_GROUP,qixing_lengshuikeng,1,8_1,84,0.430191,0.641725,0.826983,0.237735,0.184785,0.012961,0.0,162.797619,166.0,170.5,0.25,0.333333,0.035714,0.452381,1.0,MOVEMENT_REVIEW_PRESENT|ROUTE_PHASE_UNKNOWN|SLOPE_REVIEW_PRESENT,LOW_SPEED_RATIO_HIGH|SPEED_BELOW_LOW_SPEED_THRESHOLD|STOP_RATIO_OBSERVED,RECOVERED_DOWNHILL_FROM_SIGNED_SLOPE|RECOVERED_LOW_SLOPE_OR_MIXED_FROM_SIGNED_SLOPE|RECOVERED_UPHILL_FROM_SIGNED_SLOPE|ROUTE_PHASE_RECOVERY_REVIEW_REQUIRED,"Descriptive CH6.5.1 personal/activity-group behavior profile only. This evidence summarizes historical route-window behavior under route-load context bands and recovered route-context phases. It is not an ability score, ability rank, ability class, THCI score, radar score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality result. Weather context is descriptive only and missing weather is not zero-filled.",8_1,84,12,18,2,52,0.380952,38,100.0,66.465,0.52381,0.452381,True,True,True,99.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED,True
