case_id,route_source_path,graph_source_path,node_id,lat,lon,mainline_route_dist_m,distance_from_mainline_m,node_degree,adjacent_edge_count,mainline_edge_count,side_branch_count,side_branch_angle_deg,side_branch_distance_from_mainline_m,fork_candidate,decision_point_candidate,governed_candidate_status,classification_reason
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1517082,121.5622096",25.1517082,121.5622096,52.0,0.491,3,3,2,1,0.842,1.316,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1517177,121.5622174",25.1517177,121.5622174,295.0,0.162,4,4,1,3,177.022,1.316,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1525047,121.5629177",25.1525047,121.5629177,181.0,0.085,3,3,2,1,174.934,7.259,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1524762,121.5628922",25.1524762,121.5628922,185.0,0.156,4,4,3,1,6.517,4.524,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1524334,121.5628353",25.1524334,121.5628353,155.0,0.065,7,7,5,2,171.008,2.923,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1522592,121.5627196",25.1522592,121.5627196,215.0,0.143,6,6,5,1,178.014,5.48,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1521685,121.5626699",25.1521685,121.5626699,121.0,0.293,5,5,4,1,169.577,3.308,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1521132,121.5625791",25.1521132,121.5625791,110.0,0.279,5,5,2,3,176.232,2.62,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1520671,121.5625271",25.1520671,121.5625271,345.0,0.024,5,5,3,2,175.415,2.962,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1520252,121.5624621",25.1520252,121.5624621,337.0,0.054,6,6,4,2,172.06,5.07,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1519143,121.5623612",25.15191432,121.56236121,321.0,0.0,7,7,5,2,176.944,1.016,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1518170,121.5622904",25.151817,121.5622904,66.0,0.057,6,6,1,5,179.872,1.608,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1517715,121.5622570",25.15177155,121.56225699,60.0,0.0,4,4,3,1,180.0,7.192,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1519214,121.5623676",25.15192137,121.56236763,80.0,0.0,4,4,2,2,180.0,1.016,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1520516,121.5625031",25.15205165,121.56250313,100.0,0.0,4,4,2,2,180.0,2.962,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1525110,121.5629260",25.15251097,121.56292597,180.0,0.0,4,4,3,1,180.0,6.173,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1520967,121.5625605",25.15209671,121.5625605,240.0,0.0,4,4,3,1,180.0,2.62,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1518291,121.5622992",25.15182908,121.56229919,280.0,0.0,4,4,3,1,0.0,1.608,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1517564,121.5622459",25.15175643,121.56224587,300.0,0.0,4,4,3,1,0.0,8.09,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1519068,121.5623557",25.15190679,121.56235574,320.0,0.0,3,3,2,1,179.993,11.955,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1521519,121.5626426",25.15215189,121.56264263,360.0,0.0,4,4,2,2,180.0,3.308,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1523014,121.5627477",25.15230144,121.56274765,380.0,0.0,4,4,2,2,180.0,5.48,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
juansi_waterfall,outputs/ib1c_route_profile_semantics/juansi_waterfall_fitcsv_20260503/juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1524502,121.5628576",25.1524502,121.56285763,400.0,0.0,4,4,2,2,180.0,2.923,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1652406,121.5584708",25.1652406,121.5584708,3260.0,0.386,6,6,4,2,149.668,2.266,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1652274,121.5584412",25.1652274,121.5584412,937.0,0.245,6,6,3,3,171.946,0.52,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651865,121.5583857",25.1651865,121.5583857,944.0,0.046,4,4,2,2,163.318,0.621,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651807,121.5583355",25.1651807,121.5583355,3244.0,0.007,3,3,1,2,179.163,5.093,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651728,121.5582800",25.1651728,121.55828,955.0,0.283,8,8,3,5,171.889,1.516,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651034,121.5580860",25.1651034,121.558086,976.0,0.271,10,10,4,6,145.448,0.506,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651482,121.5580066",25.1651482,121.5580066,3208.0,0.098,5,5,2,3,167.926,5.145,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651948,121.5579691",25.1651948,121.5579691,992.0,0.456,3,3,1,2,154.741,1.503,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1652022,121.5579460",25.1652022,121.557946,994.0,0.012,5,5,3,2,167.215,0.963,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651973,121.5578977",25.1651973,121.5578977,999.0,0.089,6,6,3,3,170.467,2.672,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651735,121.5578383",25.1651735,121.5578383,3188.0,0.405,4,4,2,2,11.69,5.449,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651913,121.5577715",25.1651913,121.5577715,3181.0,0.421,4,4,2,2,172.399,3.229,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1652051,121.5577417",25.1652051,121.5577417,1016.0,0.16,5,5,1,4,162.992,0.395,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1652043,121.5577180",25.16520428,121.55771796,3175.0,0.186,6,6,3,3,165.551,1.765,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651897,121.5576857",25.1651897,121.5576857,1022.0,0.135,4,4,1,3,176.153,1.468,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651618,121.5576388",25.1651618,121.5576388,3166.0,0.465,3,3,1,2,155.22,5.173,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651620,121.5575874",25.165162,121.5575874,1033.0,0.305,5,5,1,4,169.455,0.353,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651716,121.5575513",25.1651716,121.5575513,3157.0,0.437,5,5,2,3,162.078,0.785,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1651919,121.5575257",25.1651919,121.5575257,1040.0,0.092,4,4,1,3,178.419,3.425,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1652173,121.5574902",25.1652173,121.5574902,3149.0,0.412,4,4,2,2,16.269,4.462,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1652411,121.5574933",25.1652411,121.5574933,3146.0,0.067,3,3,2,1,171.687,7.559,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1653040,121.5575218",25.165304,121.5575218,1055.0,0.351,4,4,2,2,150.084,1.608,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1653152,121.5575171",25.1653152,121.5575171,1056.0,0.022,5,5,3,2,35.108,0.256,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1653127,121.5574567",25.1653127,121.5574567,3131.0,0.025,5,5,2,3,172.506,2.07,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1653193,121.5574224",25.1653193,121.5574224,1066.0,0.395,3,3,1,2,127.649,2.27,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1653730,121.5574166",25.165373,121.5574166,1072.0,0.418,5,5,2,3,7.334,1.468,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1654231,121.5573834",25.1654231,121.5573834,3115.0,0.016,6,6,2,4,164.674,1.936,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
qixing_lengshuikeng,outputs/ib1c_route_profile_semantics/qixing_lengshuikeng_main_peak_20260523/qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,MERGED_GRAPH_SOURCES,"coord:25.1654387,121.5573522",25.1654387,121.5573522,1082.0,0.349,3,3,2,1,153.897,3.587,True,True,GOVERNED_TOPOLOGY_CANDIDATE,node_degree>=3 and side_branch_count>0
