profile_id,route_folder,activity_id_short,readiness_review_gate_status,readiness_review_gate_flags,windows_n,route_load_context_bands_observed,route_phases_observed,weather_context_classes_observed,high_or_very_high_route_load_ratio,uphill_high_route_load_ratio,route_load_behavior_candidate_window_ratio,conservative_weather_review_required_ratio,behavior_weather_context_review_required_ratio,ch6_8_readiness_join_status,ch6_8_readiness_context_flags,weather_adjustment_flags_observed,conservative_planning_weather_flags_observed,method_note,interpretation_boundary
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,35_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,84,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.297619,0.142857,0.428571,1.0,0.428571,READINESS_JOINED_BY_ACTIVITY,"0.4761904761904761|35_1 已有完成紀錄（125.8 min, fast group），但早期檢核區段存在較高 HR effort 或高負荷反應，建議採早期狀態檢核與保守配速。|40.0|58.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|CONSERVATIVE_PLANNING_WINDOWS_PRESENT|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|HR_RECOVERY_EVIDENCE_LIMITED|ONLY_OFF_ROUTE_OR_TERMINAL_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,36_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,81,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.17284,0.08642,0.444444,1.0,0.444444,READINESS_JOINED_BY_ACTIVITY,"0.5308641975308642|36_1 已有完成紀錄（133.3 min, middle group），但早期檢核區段存在較高 HR effort 或高負荷反應，建議採早期狀態檢核與保守配速。|43.0|88.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_NO_RECOVERY_BURDEN_REVIEW|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_RECOVERY_AND_HIGH_HR_NO_RECOVERY_BOTH_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,37_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,80,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.225,0.1375,0.4625,1.0,0.4625,READINESS_JOINED_BY_ACTIVITY,"0.4875|104.0|37_1 已有完成紀錄（158.5 min, slow group），但早期檢核區段存在較高 HR effort 或高負荷反應，建議採早期狀態檢核與保守配速。|39.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|CONSERVATIVE_PLANNING_WINDOWS_PRESENT|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_RECOVERY_AND_HIGH_HR_NO_RECOVERY_BOTH_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,38_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,81,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.740741,0.283951,0.555556,1.0,0.555556,READINESS_JOINED_BY_ACTIVITY,"0.5432098765432098|38_1 已有完成紀錄（169.8 min, slow group），具完成可行性 evidence，但高負荷、HR effort、停留恢復或規劃 caution evidence 顯示仍建議保守配速。|44.0|85.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|HR_RECOVERY_EVIDENCE_LIMITED|ONLY_OFF_ROUTE_OR_TERMINAL_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID|UV_EXPOSURE_REVIEW_REQUIRED,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,3_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,81,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,RAIN_WIND_EXPOSURE_REVIEW_CONTEXT,0.246914,0.074074,0.45679,1.0,0.45679,READINESS_JOINED_BY_ACTIVITY,"0.5061728395061729|3_1 已有完成紀錄（131.0 min, middle group），具完成可行性 evidence，但高負荷、HR effort、停留恢復或規劃 caution evidence 顯示仍建議保守配速。|41.0|79.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_HR_RECOVERY_EVIDENCE_AVAILABLE|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WIND_GUST_REVIEW_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|WIND_EXPOSURE_REVIEW_REQUIRED,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,40_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,81,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.395062,0.111111,0.518519,1.0,0.518519,READINESS_JOINED_BY_ACTIVITY,"0.5308641975308642|40_1 已有完成紀錄（128.2 min, middle group），具完成可行性 evidence，但高負荷、HR effort、停留恢復或規劃 caution evidence 顯示仍建議保守配速。|43.0|94.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_HR_RECOVERY_EVIDENCE_AVAILABLE|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID|UV_EXPOSURE_REVIEW_REQUIRED,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,41_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,83,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.26506,0.096386,0.493976,1.0,0.493976,READINESS_JOINED_BY_ACTIVITY,"0.5421686746987951|41_1 已有完成紀錄（117.5 min, fast group），具完成可行性 evidence，但高負荷、HR effort、停留恢復或規劃 caution evidence 顯示仍建議保守配速。|45.0|75.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|HIGH_HR_NO_RECOVERY_BURDEN_REVIEW|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_RECOVERY_AND_HIGH_HR_NO_RECOVERY_BOTH_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,42_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,84,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.369048,0.130952,0.547619,1.0,0.547619,READINESS_JOINED_BY_ACTIVITY,"0.5476190476190477|136.0|42_1 已有完成紀錄（171.1 min, slow group），具完成可行性 evidence，但高負荷、HR effort、停留恢復或規劃 caution evidence 顯示仍建議保守配速。|46.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_HR_NO_RECOVERY_BURDEN_REVIEW|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_RECOVERY_AND_HIGH_HR_NO_RECOVERY_BOTH_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,43_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,84,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.297619,0.119048,0.559524,1.0,0.559524,READINESS_JOINED_BY_ACTIVITY,"0.5476190476190477|159.0|43_1 已有完成紀錄（190.5 min, slow group），但早期檢核區段存在較高 HR effort 或高負荷反應，建議採早期狀態檢核與保守配速。|46.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|EARLY_CHECKPOINT_REVIEW_REQUIRED|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|MANY_NO_CLEAR_RECOVERY_EVENTS|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_RECOVERY_AND_HIGH_HR_NO_RECOVERY_BOTH_PRESENT|SLOW_GROUP_COMPLETION_CONTEXT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID|UV_EXPOSURE_REVIEW_REQUIRED,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,44_1,READINESS_REVIEW_GATE_WEATHER_BEHAVIOR_AND_CH6_8_REVIEW_REQUIRED,BEHAVIOR_RESPONSE_UNDER_WEATHER_CONTEXT_REVIEW_REQUIRED|CH6_8_READINESS_REVIEW_REQUIRED|CONSERVATIVE_WEATHER_PLANNING_REVIEW_REQUIRED|HIGH_ROUTE_LOAD_CONTEXT_PRESENT|ROUTE_LOAD_BEHAVIOR_RESPONSE_WINDOWS_PRESENT|UPHILL_HIGH_ROUTE_LOAD_CONTEXT_PRESENT,80,HIGH_ROUTE_LOAD_CONTEXT|LOWER_ROUTE_LOAD_CONTEXT|MODERATE_ROUTE_LOAD_CONTEXT,DOWNHILL_ROUTE_CONTEXT|LOW_SLOPE_OR_MIXED_ROUTE_CONTEXT|SLOPE_MISSING_REVIEW_REQUIRED|UPHILL_ROUTE_CONTEXT,HEAT_HUMIDITY_REVIEW_CONTEXT,0.5,0.125,0.275,1.0,0.275,READINESS_JOINED_BY_ACTIVITY,"0.35|28.0|44_1 已有完成紀錄（116.5 min, fast group），具完成可行性 evidence，但高負荷、HR effort、停留恢復或規劃 caution evidence 顯示仍建議保守配速。|55.0|ACTIVITY_RELATIVE_HIGH_HR_EVIDENCE_PRESENT|CONFIRMED_HR_RECOVERY_EVIDENCE_PRESENT|CONSERVATIVE_PACING_RECOMMENDED|CONSERVATIVE_PLANNING_WINDOWS_PRESENT|EARLY_CHECKPOINT_HIGH_HR_EVIDENCE_PRESENT|HIGH_HR_PAUSE_WITHOUT_RECOVERY_PRESENT|HIGH_LOAD_HIGH_HR_EVIDENCE_PRESENT|HIGH_ROUTE_LOAD_EXPOSURE_PRESENT|HR_CONTEXT_AVAILABLE|PLANNING_REVIEW_WINDOWS_PRESENT|ROUTE_CORE_RECOVERY_AND_HIGH_HR_NO_RECOVERY_BOTH_PRESENT|SPEED_COLUMN_MISSING|WEATHER_CONTEXT_PRESENT|WEATHER_SENSITIVE_REVIEW_REQUIRED",UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"The review gate is a descriptive evidence join across CH6.5.1 behavior profile, CH6.5.2 weather-context review, and CH6.8 readiness review. It creates review flags and grouped summaries only.","Descriptive CH6.5.3 route-load × personal-performance readiness review gate only. This layer fuses behavior, weather, and readiness review context, but it is not ability scoring, not ranking, not classing, not THCI, not radar, not final hiking risk scoring, not route suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality evidence."
