activity_id,event_id,event_type,event_subtype,event_modifiers,candidate_reason,semantic_event_type_candidate,semantic_recovery_interpretation,duration_sec,on_route_ratio,off_route_ratio,median_offset_m,max_offset_m,confidence,terminal_artifact,route_issue_event,off_route_event,navigation_uncertainty_event,rejoin_candidate_event,source_file,route_following_text_basis
14_1,9,facility_rest,near_facility_or_rest_poi,facility_context,near_facility_or_rest_poi,facility_rest,facility_rest_without_hr_drop,114.0,1.0,0.0,2.9897826230405005,3.071361296133841,0.75,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\14_1\qixing_lengshuikeng_14_1_ib3c_behavior_events.csv,facility_rest near_facility_or_rest_poi facility_context near_facility_or_rest_poi 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 facility_rest facility_rest_without_hr_drop
14_1,10,facility_rest,near_facility_or_rest_poi,facility_context,near_facility_or_rest_poi,facility_rest,facility_rest_without_hr_drop,97.0,1.0,0.0,2.579026903903865,2.918970624943519,0.75,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\14_1\qixing_lengshuikeng_14_1_ib3c_behavior_events.csv,facility_rest near_facility_or_rest_poi facility_context near_facility_or_rest_poi 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 facility_rest facility_rest_without_hr_drop
14_1,11,terminal_artifact,endpoint_artifact,slope=steep|hydrology=waterway|off_route,endpoint_artifact,terminal_artifact,terminal_artifact,1940.0,0.006141248720573183,0.9938587512794268,100.98590232556899,114.19967604673006,0.9,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\14_1\qixing_lengshuikeng_14_1_ib3c_behavior_events.csv,terminal_artifact endpoint_artifact slope=steep|hydrology=waterway|off_route endpoint_artifact 終點後活動紀錄或終點周邊停留；保留於 observed activity behavior profile，但不納入 route-core recovery 評估。 terminal_artifact terminal_artifact
15_1,1,terminal_artifact,endpoint_artifact,high_hr|off_route,endpoint_artifact,terminal_artifact,terminal_artifact,2023.0,0.0,1.0,101.7792054390142,118.71935240918924,0.9,True,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\15_1\qixing_lengshuikeng_15_1_ib3c_behavior_events.csv,terminal_artifact endpoint_artifact high_hr|off_route endpoint_artifact 終點後活動紀錄或終點周邊停留；保留於 observed activity behavior profile，但不納入 route-core recovery 評估。 terminal_artifact terminal_artifact
16_1,1,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context|slope=very_steep|hydrology=waterway,high_hr_low_speed,high_hr_recovery_stop_candidate,high_hr_pause_without_recovery,20.0,1.0,0.0,6.004455561257495,9.936763560252864,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context|slope=very_steep|hydrology=waterway high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate high_hr_pause_without_recovery
16_1,2,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,26.0,1.0,0.0,0.4757337958030283,0.5725270840465176,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,3,short_pause,micro_pause,slope=very_steep,micro_pause,short_pause_candidate,possible_recovery,26.0,1.0,0.0,0.6169481597512356,1.0511445065961742,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate possible_recovery
16_1,4,short_pause,micro_pause,slope=very_steep,micro_pause,recovery_candidate,possible_recovery,57.0,1.0,0.0,0.46558029754391556,1.0561930981995935,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 recovery_candidate possible_recovery
16_1,5,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,19.0,1.0,0.0,1.3390843957944774,1.4816849751193144,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,6,high_hr_recovery_stop,high_hr_low_speed,high_hr|facility_context,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,51.0,1.0,0.0,0.4906507953434566,1.100175934257587,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|facility_context high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,7,short_pause,micro_pause,slope=steep,micro_pause,short_pause_candidate,possible_recovery,24.0,1.0,0.0,0.4563472605404955,0.6491011814124716,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause slope=steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate possible_recovery
16_1,8,short_pause,micro_pause,slope=steep,micro_pause,recovery_candidate,possible_recovery,53.0,1.0,0.0,0.5966374789681915,0.8178537460989106,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause slope=steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 recovery_candidate possible_recovery
16_1,9,short_pause,micro_pause,facility_context|slope=steep,micro_pause,recovery_candidate,confirmed_hr_recovery,36.0,1.0,0.0,0.5189612615480502,0.6030055803428468,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause facility_context|slope=steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 recovery_candidate confirmed_hr_recovery
16_1,10,facility_rest,near_facility_or_rest_poi,facility_context|slope=very_steep,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,77.0,1.0,0.0,0.39180424142802217,1.6122370981958645,0.75,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,facility_rest near_facility_or_rest_poi facility_context|slope=very_steep near_facility_or_rest_poi 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 facility_rest facility_rest_with_hr_drop
16_1,11,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,76.0,1.0,0.0,1.966212898483684,2.967930651525829,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,12,short_pause,micro_pause,slope=very_steep,micro_pause,recovery_candidate,possible_recovery,44.0,1.0,0.0,2.6863269832468903,3.0414124646454037,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 recovery_candidate possible_recovery
16_1,13,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,258.0,1.0,0.0,2.3673083028323565,3.2509260556067163,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,14,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,101.0,1.0,0.0,2.5848784930060855,3.3949492584585417,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,15,short_pause,micro_pause,slope=very_steep,micro_pause,short_pause_candidate,pause_without_hr_drop,19.0,1.0,0.0,0.5676324148719818,0.8236856255431811,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause slope=very_steep micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
16_1,16,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=very_steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,40.0,1.0,0.0,0.8508836135277479,0.9633143188220292,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=very_steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,17,recovery_stop,terrain_or_risk_context_low_speed,slope=very_steep,terrain_or_risk_context_low_speed,recovery_candidate,confirmed_hr_recovery,199.0,1.0,0.0,0.5401579520815117,1.963746437342344,0.7,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,recovery_stop terrain_or_risk_context_low_speed slope=very_steep terrain_or_risk_context_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 recovery_candidate confirmed_hr_recovery
16_1,18,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,44.0,1.0,0.0,2.6299605517277005,2.864674226835209,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,19,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,27.0,1.0,0.0,0.2057377816625482,0.6458427364535664,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,20,high_hr_recovery_stop,high_hr_low_speed,high_hr|slope=steep,high_hr_low_speed,high_hr_recovery_stop_candidate,confirmed_hr_recovery,51.0,1.0,0.0,1.2571922155621327,2.1228651155967246,0.8,False,False,False,False,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,high_hr_recovery_stop high_hr_low_speed high_hr|slope=steep high_hr_low_speed 低速或停留伴隨心率狀態，可能代表體能恢復或高負荷後調整。 high_hr_recovery_stop_candidate confirmed_hr_recovery
16_1,21,facility_rest,near_facility_or_rest_poi,high_hr|facility_context,near_facility_or_rest_poi,facility_rest,facility_rest_with_hr_drop,117.0,1.0,0.0,4.4552437780744985,5.2400219118793325,0.75,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,facility_rest near_facility_or_rest_poi high_hr|facility_context near_facility_or_rest_poi 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 facility_rest facility_rest_with_hr_drop
16_1,22,short_pause,micro_pause,facility_context,micro_pause,short_pause_candidate,pause_without_hr_drop,19.0,1.0,0.0,1.2279808256277405,1.6987704189814377,0.55,False,True,False,True,False,D:\mountain_work\115_osm\outputs\ib3c_activity_behavior_events_adaptive_speed_v1_phase3c_recovery_interpretation_26batch\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_ib3c_behavior_events.csv,short_pause micro_pause facility_context micro_pause 短暫停留，可能是看路、調整節奏、拍照、補水或導航確認。 short_pause_candidate pause_without_hr_drop
