"score","file","length","last_write_time","has_time","has_route_distance","has_lat_lon","has_segment","has_activity_id","has_map_match","has_hr","has_speed","header"
"11","D:\mountain_work\115_osm\outputs\ib3w_activity_environment_window_adapter_v1\qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1\activity_environment_window_adapter_output.csv","480201","2026/6/13 上午 12:00:46","True","True","True","False","True","True","False","False","schema_version,output_case,case_id,activity_id,activity_source_type,activity_source_path,activity_start_time_utc,activity_end_time_utc,activity_duration_min,timestamp_epoch_used,context_variable,context_status,audit_status,weather_db_path,weather_table,station_id,station_name,county_name,town_name,station_latitude,station_longitude,station_elevation_m,nearest_activity_dist_m,station_rank_by_distance,obs_count_total_window,obs_count_nonnull,obs_count_null,obs_count_zero,obs_count_positive,nearest_obs_time_utc,nearest_obs_gap_min,value_min,value_max,value_mean,value_sum,observed_values_available,selection_rule,missingness_reason,zero_fallback_used,context_notes"
"11","D:\mountain_work\115_osm\outputs\ib3w_activity_environment_window_adapter_v1\qixing_lengshuikeng_full26_backend_2024_v1\activity_environment_window_adapter_output.csv","209096","2026/6/13 上午 12:00:38","True","True","True","False","True","True","False","False","schema_version,output_case,case_id,activity_id,activity_source_type,activity_source_path,activity_start_time_utc,activity_end_time_utc,activity_duration_min,timestamp_epoch_used,context_variable,context_status,audit_status,weather_db_path,weather_table,station_id,station_name,county_name,town_name,station_latitude,station_longitude,station_elevation_m,nearest_activity_dist_m,station_rank_by_distance,obs_count_total_window,obs_count_nonnull,obs_count_null,obs_count_zero,obs_count_positive,nearest_obs_time_utc,nearest_obs_gap_min,value_min,value_max,value_mean,value_sum,observed_values_available,selection_rule,missingness_reason,zero_fallback_used,context_notes"
"11","D:\mountain_work\115_osm\outputs\ib3f_activity_route_features_v1_3b_qixing_repaired_review\_diagnostics_37_1_wrong_branch\qixing_37_1_descent_wrong_branch_candidate_segment_summary.csv","2492","2026/6/5 下午 09:13:20","True","True","False","True","True","True","False","False","diagnostic_status,suspicious_segment_detected,segment_start_elapsed_min,segment_end_elapsed_min,segment_start_route_dist_m,segment_end_route_dist_m,rows_n,usable_on_route_rows_n,on_route_reliable_rows_n,offset_median,offset_p90,max_offset_m,ib3f_activity_quality_flag,ib3f_on_route_ratio,recommended_interpretation,whether_IB3F_on_route_ratio_may_be_overestimated,recommended_next_action,descent_offset_p90_all_rows,high_offset_threshold_used,inputs,outputs,runtime_llm_allowed"
"10","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_with_events_v1\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_activity_profile_1d_2d_plot_data.csv","6418109","2026/5/29 下午 09:21:21","False","True","False","True","True","True","True","True","route_folder,case_id,subject_id,trial_id,activity_id,row_index,point_index,elapsed_sec,raw_lat,raw_lon,matched_lat,matched_lon,route_dist_m,projected_route_dist_m,reliable_route_dist_m,route_progress_reliable,route_progress_state,route_projection_confidence,route_projection_note,candidate_phase,summit_dist_m,summit_reached_flag,summit_transition_lock_applied,summit_transition_release_flag,route_point_index,route_phase,previous_route_phase,dist_to_summit_m,route_point_index_delta_full,route_dist_delta_m_full,elapsed_delta_sec_full,raw_ele_m,ele_smooth,contour_elev_min_m,contour_elev_mid_m,contour_elev_max_m,speed_usable_segment_id,forward_delta_route_dist_m,forward_delta_route_point_index,forward_speed_route_mps_raw,forward_speed_route_mps_raw_uncapped,forward_speed_route_mps_smooth,speed_source,speed_input_source,speed_base_dist_col,speed_continuous_segment_id,speed_negative_delta_flag,speed_invalid_dt_flag,speed_gap_break_flag,speed_route_dist_jump_flag,speed_route_point_index_jump_flag,speed_mapmatch_jump_flag,speed_summit_transition_release_break_flag,mapmatch_branch_jump_warning,route_phase_jump_flag,mapmatch_branch_ambiguity_flag,route_phase_jump_flag_full,mapmatch_branch_ambiguity_flag_full,stationary_gps_drift_flag,stationary_gps_drift_segment_id,stationary_duration_sec,stationary_route_dist_range_m,stationary_gps_spread_m,stationary_hr_delta_bpm,stationary_hr_recovery_hint,speed_capped_flag,heart_rate_bpm,offset_to_mainline_m,match_quality,is_stationary,usable_on_route,excluded_reason,excursion_id,manual_override_applied,manual_label,manual_interpretation,segment_role"
"10","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_sequence\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_activity_profile_1d_2d_plot_data.csv","5438465","2026/5/28 上午 08:18:20","False","True","False","True","True","True","True","True","route_folder,case_id,subject_id,trial_id,activity_id,row_index,point_index,elapsed_sec,raw_lat,raw_lon,matched_lat,matched_lon,route_dist_m,route_point_index,route_phase,previous_route_phase,dist_to_summit_m,route_point_index_delta_full,route_dist_delta_m_full,elapsed_delta_sec_full,raw_ele_m,ele_smooth,contour_elev_min_m,contour_elev_mid_m,contour_elev_max_m,speed_usable_segment_id,forward_delta_route_dist_m,forward_delta_route_point_index,forward_speed_route_mps_raw,forward_speed_route_mps_raw_uncapped,forward_speed_route_mps_smooth,speed_source,speed_input_source,speed_base_dist_col,speed_continuous_segment_id,speed_negative_delta_flag,speed_invalid_dt_flag,speed_gap_break_flag,speed_route_dist_jump_flag,speed_route_point_index_jump_flag,speed_mapmatch_jump_flag,mapmatch_branch_jump_warning,route_phase_jump_flag,mapmatch_branch_ambiguity_flag,route_phase_jump_flag_full,mapmatch_branch_ambiguity_flag_full,stationary_gps_drift_flag,stationary_gps_drift_segment_id,stationary_duration_sec,stationary_route_dist_range_m,stationary_gps_spread_m,stationary_hr_delta_bpm,stationary_hr_recovery_hint,speed_capped_flag,heart_rate_bpm,offset_to_mainline_m,match_quality,is_stationary,usable_on_route,excluded_reason,manual_override_applied,manual_label,manual_interpretation,segment_role"
"10","D:\mountain_work\115_osm\outputs\ib3b2_activity_profile_1d_2d_sequence\qixing_lengshuikeng\33_1\qixing_lengshuikeng_33_1_activity_profile_1d_2d_plot_data.csv","3733071","2026/5/28 上午 07:23:42","False","True","False","True","True","True","True","True","route_folder,case_id,subject_id,trial_id,activity_id,row_index,point_index,elapsed_sec,raw_lat,raw_lon,matched_lat,matched_lon,route_dist_m,route_point_index,route_phase,previous_route_phase,dist_to_summit_m,route_point_index_delta_full,route_dist_delta_m_full,elapsed_delta_sec_full,raw_ele_m,ele_smooth,contour_elev_min_m,contour_elev_mid_m,contour_elev_max_m,speed_usable_segment_id,forward_delta_route_dist_m,forward_delta_route_point_index,forward_speed_route_mps_raw,forward_speed_route_mps_raw_uncapped,forward_speed_route_mps_smooth,speed_source,speed_input_source,speed_base_dist_col,speed_continuous_segment_id,speed_negative_delta_flag,speed_invalid_dt_flag,speed_gap_break_flag,speed_route_dist_jump_flag,speed_route_point_index_jump_flag,speed_mapmatch_jump_flag,mapmatch_branch_jump_warning,route_phase_jump_flag,mapmatch_branch_ambiguity_flag,route_phase_jump_flag_full,mapmatch_branch_ambiguity_flag_full,stationary_gps_drift_flag,stationary_gps_drift_segment_id,stationary_duration_sec,stationary_route_dist_range_m,stationary_gps_spread_m,stationary_hr_delta_bpm,stationary_hr_recovery_hint,speed_capped_flag,heart_rate_bpm,offset_to_mainline_m,match_quality,is_stationary,usable_on_route,excluded_reason,manual_override_applied,manual_label,manual_interpretation,segment_role"
"10","D:\mountain_work\115_osm\outputs\ib3d_observed_behavior_timeline_v1\qixing_lengshuikeng\43_1\qixing_lengshuikeng_43_1_observed_behavior_timeline_events_plot_data.csv","23664","2026/5/29 下午 11:25:18","True","True","False","False","True","True","False","True","event_id,route_folder,activity_id,event_type,event_subtype,event_modifiers,start_elapsed_sec,end_elapsed_sec,duration_sec,duration_tier,start_row_index,end_row_index,start_route_dist_m,end_route_dist_m,route_dist_span_m,mean_speed_mps,min_speed_mps,max_speed_mps,median_offset_m,max_offset_m,on_route_ratio,off_route_ratio,mean_hr_bpm,max_hr_bpm,hr_start_bpm,hr_end_bpm,hr_delta_bpm,hr_recovery_slope_bpm_per_min,rest_duration_tier,recovery_level,hr_recovery_effect,estimated_recovery_score,recovery_interpretation,route_semantic_context,surface_context,facility_context,rest_context,support_context,hydrology_context,slope_context,terrain_risk_context,terrain_risk_score_mean,weather_mode,weather_scenario_name,weather_context,weather_event_modifier,activity_risk_context,excluded_reason_context,candidate_reason,confidence,points_n"
"10","D:\mountain_work\115_osm\outputs\ib3d_observed_behavior_timeline_v1\qixing_lengshuikeng\48_1\qixing_lengshuikeng_48_1_observed_behavior_timeline_events_plot_data.csv","22467","2026/5/29 下午 11:25:20","True","True","False","False","True","True","False","True","event_id,route_folder,activity_id,event_type,event_subtype,event_modifiers,start_elapsed_sec,end_elapsed_sec,duration_sec,duration_tier,start_row_index,end_row_index,start_route_dist_m,end_route_dist_m,route_dist_span_m,mean_speed_mps,min_speed_mps,max_speed_mps,median_offset_m,max_offset_m,on_route_ratio,off_route_ratio,mean_hr_bpm,max_hr_bpm,hr_start_bpm,hr_end_bpm,hr_delta_bpm,hr_recovery_slope_bpm_per_min,rest_duration_tier,recovery_level,hr_recovery_effect,estimated_recovery_score,recovery_interpretation,route_semantic_context,surface_context,facility_context,rest_context,support_context,hydrology_context,slope_context,terrain_risk_context,terrain_risk_score_mean,weather_mode,weather_scenario_name,weather_context,weather_event_modifier,activity_risk_context,excluded_reason_context,candidate_reason,confidence,points_n"
"10","D:\mountain_work\115_osm\outputs\ib3d_observed_behavior_timeline_v1\qixing_lengshuikeng\46_1\qixing_lengshuikeng_46_1_observed_behavior_timeline_events_plot_data.csv","21289","2026/5/29 下午 11:25:23","True","True","False","False","True","True","False","True","event_id,route_folder,activity_id,event_type,event_subtype,event_modifiers,start_elapsed_sec,end_elapsed_sec,duration_sec,duration_tier,start_row_index,end_row_index,start_route_dist_m,end_route_dist_m,route_dist_span_m,mean_speed_mps,min_speed_mps,max_speed_mps,median_offset_m,max_offset_m,on_route_ratio,off_route_ratio,mean_hr_bpm,max_hr_bpm,hr_start_bpm,hr_end_bpm,hr_delta_bpm,hr_recovery_slope_bpm_per_min,rest_duration_tier,recovery_level,hr_recovery_effect,estimated_recovery_score,recovery_interpretation,route_semantic_context,surface_context,facility_context,rest_context,support_context,hydrology_context,slope_context,terrain_risk_context,terrain_risk_score_mean,weather_mode,weather_scenario_name,weather_context,weather_event_modifier,activity_risk_context,excluded_reason_context,candidate_reason,confidence,points_n"
"10","D:\mountain_work\115_osm\outputs\ib3d_observed_behavior_timeline_v1\qixing_lengshuikeng\16_1\qixing_lengshuikeng_16_1_observed_behavior_timeline_events_plot_data.csv","17672","2026/5/29 下午 11:25:25","True","True","False","False","True","True","False","True","event_id,route_folder,activity_id,event_type,event_subtype,event_modifiers,start_elapsed_sec,end_elapsed_sec,duration_sec,duration_tier,start_row_index,end_row_index,start_route_dist_m,end_route_dist_m,route_dist_span_m,mean_speed_mps,min_speed_mps,max_speed_mps,median_offset_m,max_offset_m,on_route_ratio,off_route_ratio,mean_hr_bpm,max_hr_bpm,hr_start_bpm,hr_end_bpm,hr_delta_bpm,hr_recovery_slope_bpm_per_min,rest_duration_tier,recovery_level,hr_recovery_effect,estimated_recovery_score,recovery_interpretation,route_semantic_context,surface_context,facility_context,rest_context,support_context,hydrology_context,slope_context,terrain_risk_context,terrain_risk_score_mean,weather_mode,weather_scenario_name,weather_context,weather_event_modifier,activity_risk_context,excluded_reason_context,candidate_reason,confidence,points_n"
"10","D:\mountain_work\115_osm\outputs\ib3d_observed_behavior_timeline_v1\qixing_lengshuikeng\42_1\qixing_lengshuikeng_42_1_observed_behavior_timeline_events_plot_data.csv","16828","2026/5/29 下午 11:25:26","True","True","False","False","True","True","False","True","event_id,route_folder,activity_id,event_type,event_subtype,event_modifiers,start_elapsed_sec,end_elapsed_sec,duration_sec,duration_tier,start_row_index,end_row_index,start_route_dist_m,end_route_dist_m,route_dist_span_m,mean_speed_mps,min_speed_mps,max_speed_mps,median_offset_m,max_offset_m,on_route_ratio,off_route_ratio,mean_hr_bpm,max_hr_bpm,hr_start_bpm,hr_end_bpm,hr_delta_bpm,hr_recovery_slope_bpm_per_min,rest_duration_tier,recovery_level,hr_recovery_effect,estimated_recovery_score,recovery_interpretation,route_semantic_context,surface_context,facility_context,rest_context,support_context,hydrology_context,slope_context,terrain_risk_context,terrain_risk_score_mean,weather_mode,weather_scenario_name,weather_context,weather_event_modifier,activity_risk_context,excluded_reason_context,candidate_reason,confidence,points_n"
"10","D:\mountain_work\115_osm\outputs\ib3d_observed_behavior_timeline_v1\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_observed_behavior_timeline_events_plot_data.csv","15173","2026/5/29 下午 11:25:28","True","True","False","False","True","True","False","True","event_id,route_folder,activity_id,event_type,event_subtype,event_modifiers,start_elapsed_sec,end_elapsed_sec,duration_sec,duration_tier,start_row_index,end_row_index,start_route_dist_m,end_route_dist_m,route_dist_span_m,mean_speed_mps,min_speed_mps,max_speed_mps,median_offset_m,max_offset_m,on_route_ratio,off_route_ratio,mean_hr_bpm,max_hr_bpm,hr_start_bpm,hr_end_bpm,hr_delta_bpm,hr_recovery_slope_bpm_per_min,rest_duration_tier,recovery_level,hr_recovery_effect,estimated_recovery_score,recovery_interpretation,route_semantic_context,surface_context,facility_context,rest_context,support_context,hydrology_context,slope_context,terrain_risk_context,terrain_risk_score_mean,weather_mode,weather_scenario_name,weather_context,weather_event_modifier,activity_risk_context,excluded_reason_context,candidate_reason,confidence,points_n"
"9","D:\mountain_work\115_osm\outputs\ib4_activity_output\qixing_activity_track_points.csv","626419","2026/5/2 上午 07:51:40","True","True","True","False","False","False","False","True","time_raw,lat,lon,ele_m,time,point_idx,lat_prev,lon_prev,ele_prev_m,time_prev,delta_dist_m,delta_time_s,delta_ele_m,speed_m_s,speed_km_h,speed_outlier_flag,ele_jump_flag,delta_dist_m_clean,delta_ele_m_clean,slope_pct,cum_dist_m,gain_m,loss_m,cum_gain_m,cum_loss_m,moving_flag,stationary_candidate_flag,micro_rest_candidate_flag,stationary_flag,micro_rest_flag"
"9","D:\mountain_work\115_osm\outputs\ib4_activity_output\qixing_activity_micro_rest_segments.csv","12072","2026/5/2 上午 07:51:40","True","True","False","True","False","False","False","True","segment_type,start_point_idx,end_point_idx,start_time,end_time,duration_s,duration_min,start_dist_m,end_dist_m,path_distance_m,net_displacement_m,mean_lat,mean_lon,mean_ele_m,start_ele_m,end_ele_m,ele_change_m,point_count,mean_speed_m_s,max_speed_m_s"
"9","D:\mountain_work\115_osm\outputs\ib4_activity_output\qixing_activity_stationary_segments.csv","3147","2026/5/2 上午 07:51:40","True","True","False","True","False","False","False","True","segment_type,start_point_idx,end_point_idx,start_time,end_time,duration_s,duration_min,start_dist_m,end_dist_m,path_distance_m,net_displacement_m,mean_lat,mean_lon,mean_ele_m,start_ele_m,end_ele_m,ele_change_m,point_count,mean_speed_m_s,max_speed_m_s"
"8","D:\mountain_work\115_osm\outputs\ib4_activity_output\qixing_activity_summary.csv","1699","2026/5/2 上午 07:51:40","True","True","False","False","True","False","False","True","activity_gpx,start_time,end_time,point_count,total_distance_m,total_distance_km,total_duration_s,total_duration_min,moving_duration_s,moving_duration_min,stationary_duration_s,stationary_duration_min,stationary_count,micro_rest_duration_s,micro_rest_duration_min,micro_rest_count,micro_rest_total_net_displacement_m,micro_rest_total_path_distance_m,total_gain_m,total_loss_m,avg_speed_km_h,moving_avg_speed_km_h,uphill_dist_m,downhill_dist_m,flat_dist_m,uphill_ratio,downhill_ratio,flat_ratio,speed_outlier_count,ele_jump_count,moving_speed_threshold_m_s,stationary_min_duration_s,micro_rest_speed_threshold_m_s,micro_rest_min_duration_s,micro_rest_max_duration_s,micro_rest_max_net_displacement_m,window_seconds,max_300s_gain_m,max_300s_loss_m,max_300s_horizontal_distance_m,max_300s_vertical_speed_m_h,max_300s_horizontal_speed_km_h,max_300s_gain_start_time,max_300s_gain_end_time,max_300s_dist_start_time,max_300s_dist_end_time"
