schema_version,activity_id_short,activity_id_full,v0_candidate_group_id,v0_usability_gate,included_in_baseline_reference,duration_min,route_dist_covered_km,candidate_duration_min_per_km,candidate_median_speed_kmh,candidate_gain_m_per_km,candidate_duration_min_per_100m_gain,candidate_gain_rate_m_per_hour,heart_rate_bpm_median,temperature_c,relative_humidity_pct,precipitation_mm,wind_gust_ms,sunshine_duration_min,uv_index,candidate_weather_context_flags,baseline_duration_min_per_km_median,baseline_median_speed_kmh_median,baseline_gain_m_per_km_median,baseline_gain_rate_m_per_hour_median,duration_min_per_km_delta_from_median,median_speed_kmh_delta_from_median,gain_m_per_km_delta_from_median,gain_rate_m_per_hour_delta_from_median,descriptive_performance_context,descriptive_weather_context,comparison_note,ability_score_generated,ability_rank_generated,ability_class_generated,thci_scoring_authorized,radar_scoring_authorized,final_hiking_risk_scoring_authorized,authorization_note,activity_date_taiwan,activity_start_taiwan,activity_end_taiwan,observed_context_source_type,observed_variable_count,unavailable_variable_count,pressure_hpa,wind_speed_ms,wind_direction_deg,rain_observed,high_humidity_observed,wind_gust_observed,descriptive_tags,codis_selected_station_names,weather_numeric_reattach_status,candidate_weather_context_flags_reattached,gain_rate_sanity_flag,legacy_gain_features_blocked,legacy_gain_features_blocked_reason,legacy_blocked_gain_features,legacy_candidate_gain_m_per_km_original,legacy_candidate_gain_rate_m_per_hour_original,legacy_candidate_duration_min_per_100m_gain_original,route_profile_ascent_m,route_profile_descent_m,route_profile_ascent_m_per_km,route_profile_descent_m_per_km,route_profile_ascent_rate_m_per_hour,duration_min_per_100m_route_profile_ascent,route_profile_descent_rate_m_per_hour,duration_min_per_100m_route_profile_descent,route_profile_candidate_points,route_profile_candidate_source,elevation_gain_qa_status,elevation_gain_qa_flags,route_profile_gain_feature_status,route_profile_gain_feature_status_reason,route_profile_gain_feature_model_ready,feature_contract_patch_required
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,29_1,qixing_lengshuikeng_29_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,126.8,4.185,30.298686,1.161,8.328315,363.803294,16.492429,139.0,24,94.2,1,5.8,204,7,HIGH_HUMIDITY_OBSERVED|RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,-2.744065,-0.3078,1.545416,5.378202,OBSERVED_BELOW_MEDIAN_DURATION_PER_KM,HIGH_HUMIDITY_CONTEXT|RAIN_OBSERVED_CONTEXT|HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-24,2024-08-24 09:22,2024-08-24 11:29,OBSERVED_HISTORICAL_CODIS,9,4,920.2,2.1,350,True,True,True,有觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,HIGH_HUMIDITY_CONTEXT|RAIN_OBSERVED_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,8.328315,16.492429,363.803294,462.703,463.315,110.562246,110.708483,218.944637,27.404188,219.234227,27.367989,2434,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,30_1,qixing_lengshuikeng_30_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,126.8333,4.185,30.306643,2.18916,46.197611,65.602187,91.460366,134.0,25.3,90.4,0,7.1,198,6,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,-2.736108,0.72036,39.414712,80.346139,OBSERVED_BELOW_MEDIAN_DURATION_PER_KM,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-04,2024-08-04 08:24,2024-08-04 10:31,OBSERVED_HISTORICAL_CODIS,9,4,918.7,1.7,326.8,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,HIGH_HUMIDITY_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_PLAUSIBILITY_UNREVIEWED|GAIN_PER_KM_PLAUSIBILITY_UNREVIEWED,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,46.197611,91.460366,65.602187,457.78,458.392,109.385902,109.532139,216.55827,27.706169,216.847784,27.669178,1170,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,33_1,qixing_lengshuikeng_33_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,109.3667,4.187,26.12054,1.99332,9.852878,265.105687,22.632483,138.0,23.8,91.4,0,6.8,300,11,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,-6.922211,0.52452,3.069979,11.518256,OBSERVED_BELOW_MEDIAN_DURATION_PER_KM,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-25,2024-08-25 08:53,2024-08-25 10:42,OBSERVED_HISTORICAL_CODIS,9,4,919,3.1,350,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,HIGH_HUMIDITY_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,9.852878,22.632483,265.105687,456.751,457.795,109.087891,109.337234,250.579564,23.944491,251.152316,23.889885,2679,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|STEP_DISTANCE_LT_3M_DOMINANT|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,35_1,qixing_lengshuikeng_35_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,125.8167,4.187,30.049367,1.773,11.564127,259.849852,23.090257,138.0,25.3,90.4,0,7.1,198,6,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,-2.993384,0.3042,4.781228,11.97603,OBSERVED_BELOW_MEDIAN_DURATION_PER_KM,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-04,2024-08-04 08:25,2024-08-04 10:31,OBSERVED_HISTORICAL_CODIS,9,4,918.7,1.7,326.8,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,HIGH_HUMIDITY_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,11.564127,23.090257,259.849852,459.985,461.029,109.860282,110.109625,219.359592,27.352348,219.857459,27.290409,2779,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,36_1,qixing_lengshuikeng_36_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,133.3333,4.167,31.997432,1.61568,5.886009,543.618461,11.037153,173.0,25.3,90.4,0,7.1,198,6,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,-1.045319,0.14688,-0.89689,-0.077074,OBSERVED_NEAR_MEDIAN_DURATION_PER_KM,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-04,2024-08-04 08:23,2024-08-04 10:36,OBSERVED_HISTORICAL_CODIS,9,4,918.7,1.7,326.8,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,HIGH_HUMIDITY_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,5.886009,11.037153,543.618461,457.227,457.98,109.725702,109.906407,205.752201,29.161292,206.091052,29.113346,2884,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|STEP_DISTANCE_LT_3M_DOMINANT|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,37_1,qixing_lengshuikeng_37_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,158.5167,4.185,37.877348,1.39104,11.039665,343.102314,17.487495,157.0,25.6,89.6,0,7.1,222,7,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,4.834597,-0.07776,4.256766,6.373268,OBSERVED_ABOVE_MEDIAN_DURATION_PER_KM,HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-04,2024-08-04 08:24,2024-08-04 11:02,OBSERVED_HISTORICAL_CODIS,9,4,918.6,1.8,332.4,False,False,True,無觀測降雨、濕度 <90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,11.039665,17.487495,343.102314,453.701,454.313,108.411231,108.557467,171.729919,34.938583,171.961566,34.891518,3084,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|STEP_DISTANCE_LT_3M_DOMINANT|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,38_1,qixing_lengshuikeng_38_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,169.7667,4.182,40.59462,1.4688,35.282401,115.056286,52.14839,117.0,24.1,90.8,0,6.8,336,11,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,7.551869,0,28.499502,41.034163,OBSERVED_ABOVE_MEDIAN_DURATION_PER_KM,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-25,2024-08-25 08:56,2024-08-25 11:46,OBSERVED_HISTORICAL_CODIS,9,4,918.9,3.2,350,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,HIGH_HUMIDITY_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_PLAUSIBILITY_UNREVIEWED|GAIN_PER_KM_PLAUSIBILITY_UNREVIEWED,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,35.282401,52.14839,115.056286,462.225,462.265,110.52726,110.536824,163.362426,36.728152,163.376563,36.724974,1522,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,40_1,qixing_lengshuikeng_40_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,128.1833,4.185,30.629223,2.04012,6.712784,456.281992,13.149763,136.0,24.5,89.6,0,6.8,336,11,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,-2.413528,0.57132,-0.070115,2.035536,OBSERVED_BELOW_MEDIAN_DURATION_PER_KM,HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-25,2024-08-25 09:14,2024-08-25 11:22,OBSERVED_HISTORICAL_CODIS,9,4,919,3.2,351.2,False,False,True,無觀測降雨、濕度 <90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,6.712784,13.149763,456.281992,455.386,455.998,108.813859,108.960096,213.15694,28.148274,213.443405,28.110496,2802,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|STEP_DISTANCE_LT_3M_DOMINANT|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,41_1,qixing_lengshuikeng_41_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,117.55,4.186,28.081701,1.89216,4.014572,699.494198,8.577627,143.0,23.8,91.4,0,6.8,300,11,HIGH_HUMIDITY_OBSERVED|NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,-4.96105,0.42336,-2.768327,-2.5366,OBSERVED_BELOW_MEDIAN_DURATION_PER_KM,HIGH_HUMIDITY_CONTEXT|HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-25,2024-08-25 08:29,2024-08-25 10:26,OBSERVED_HISTORICAL_CODIS,9,4,919,3.1,350,False,True,True,無觀測降雨、高濕 ≥90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,HIGH_HUMIDITY_CONTEXT|NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,4.014572,8.577627,699.494198,462.433,463.269,110.471333,110.671046,236.035559,25.419899,236.462271,25.374027,2823,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|STEP_DISTANCE_LT_3M_DOMINANT|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
ib3_baseline_hiking_performance_weather_numeric_reattach_v1,42_1,qixing_lengshuikeng_42_1,qixing_lengshuikeng_full26_baseline_smoke,USABLE_FOR_V0_MODEL_SMOKE,True,171.1,4.187,40.864581,1.18944,5.219489,782.923035,7.663589,129.0,23.9,89.7,0,7.4,294,8,NO_RAIN_OBSERVED|WIND_GUST_OBSERVED|HIGH_UV_OBSERVED,33.042751,1.4688,6.782899,11.114227,7.82183,-0.27936,-1.56341,-3.450638,OBSERVED_ABOVE_MEDIAN_DURATION_PER_KM,HIGH_UV_CONTEXT|WIND_GUST_OBSERVED_CONTEXT,DESCRIPTIVE_ONLY; below/above/near median describes this usable sample only and is not an ability judgment. Raw weather numeric fields are blank when absent from the gate input; weather flags are not penalties.,False,False,False,False,False,False,"Route-profile ascent feature patch is descriptive / feature-contract evidence only. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, or final hiking risk scores.",2024-08-26,2024-08-26 08:46,2024-08-26 11:37,OBSERVED_HISTORICAL_CODIS,9,4,917.1,3.1,354.2,False,False,True,無觀測降雨、濕度 <90%、有陣風觀測、日照 ≥60 分、UV ≥6,鞍部,MATCHED_WEATHER_NUMERIC_ATTACHED,NO_RAIN_CONTEXT|WIND_GUST_OBSERVED_CONTEXT|HIGH_UV_CONTEXT,GAIN_RATE_LOW_REVIEW|GAIN_PER_KM_LOW_REVIEW,True,activity-point cumulative gain/loss underestimates ascent for 1Hz slow hiking; STEP_DISTANCE_LT_3M and related validity gates over-exclude normal uphill progression,calibrated_cumulative_gain_m|calibrated_cumulative_loss_m|agg_total_gain_m|agg_total_loss_m|candidate_gain_m_per_km|candidate_gain_rate_m_per_hour|candidate_duration_min_per_100m_gain,5.219489,7.663589,782.923035,462.743,463.787,110.518987,110.768331,162.27107,36.975168,162.637171,36.891935,3104,PROFILE_SMOOTH,GAIN_FEATURES_BLOCKED_ROUTE_PROFILE_CANDIDATE_AVAILABLE_QA_REQUIRED,AGG_TOTAL_GAIN_BELOW_50PCT_ELEVATION_RANGE|CALIBRATED_GAIN_BELOW_50PCT_ELEVATION_RANGE|POSITIVE_ELEVATION_DELTAS_MOSTLY_INVALID|STEP_DISTANCE_LT_3M_DOMINANT|ROUTE_PROFILE_ASCENT_CANDIDATE_AVAILABLE,ROUTE_PROFILE_ASCENT_FEATURE_READY_DESCRIPTIVE_CONTRACT_PATCH,use route profile ascent/descent as corrected route-demand feature; legacy activity-point gain remains blocked,False,True
