activity_id_short,participant_id,source_path,window_start_elapsed_sec,window_end_elapsed_sec,duration_sec,sample_count,route_dist_start_m,route_dist_end_m,route_dist_delta_m,route_continuity_valid,horizontal_speed_candidate_mps,vertical_distance_valid,vertical_gain_valid,positive_delta_artifact_suspect,calibrated_elevation_start_m,calibrated_elevation_end_m,vertical_gain_300s_calibrated_m,vertical_gain_300s_sum_positive_delta_m,calibrated_slope_pct_median,standard_slope_pct_median,horizontal_sample_ratio,ascent_sample_ratio,elevation_step_valid_ratio,elevation_artifact_flag,horizontal_300s_window_status,vertical_300s_window_status,horizontal_300s_route_speed_mps,vertical_300s_vam_mph,hr_sample_count,hr_valid_ratio,hr_min_bpm,hr_max_bpm,hr_range_bpm,hr_mean_bpm,hr_median_bpm,hr_p75_bpm,hr_p90_bpm,hr_window_status,hrmax_bpm,hrmax_source,hr_pct_sex_age_est_hrmax_median,hr_pct_sex_age_est_hrmax_p90,hr_zone_sex_age_est,profile_join_status,profile_join_reason,interpretation_boundary
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,300.0,600.0,300.0,301,4004.0,351.0,-3653.0,False,-12.176666666666666,False,False,False,787.078,838.049,2.317,55.321,34.7815,35.60969655106874,0.023255813953488372,0.006644518272425249,0.006644518272425249,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,145.0,164.0,19.0,155.5282392026578,157.0,158.0,161.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,91.33216986620127,93.65910413030831,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,330.0,630.0,300.0,301,203.0,371.0,168.0,True,0.56,True,False,False,794.834,844.444,0.0,53.652,18.909,31.70731707316463,0.023255813953488372,0.0033222591362126247,0.0033222591362126247,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_LOW_HORIZONTAL_RATIO,INSUFFICIENT_VERTICAL_EVIDENCE_GAIN_TOO_LOW,,,301,1.0,147.0,164.0,17.0,156.01328903654485,157.0,158.0,161.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,91.33216986620127,93.65910413030831,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,360.0,660.0,300.0,301,219.0,3804.0,3585.0,False,11.95,False,False,False,801.766,848.859,0.0,50.781,18.909,31.70731707316463,0.023255813953488372,0.0033222591362126247,0.0033222591362126247,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,150.0,164.0,14.0,156.43853820598008,157.0,158.0,161.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,91.33216986620127,93.65910413030831,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,390.0,690.0,300.0,301,3959.0,3787.0,-172.0,False,-0.5733333333333334,False,False,False,805.727,854.151,0.0,52.08,18.909,31.70731707316463,0.023255813953488372,0.0033222591362126247,0.0033222591362126247,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,150.0,164.0,14.0,157.32890365448506,157.0,160.0,162.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,91.33216986620127,94.24083769633508,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,420.0,720.0,300.0,301,3949.0,3771.0,-178.0,False,-0.5933333333333334,False,False,False,810.141,857.868,0.0,50.722,18.909,30.24396198551358,0.023255813953488372,0.0033222591362126247,0.0033222591362126247,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,150.0,164.0,14.0,158.0033222591362,158.0,161.0,162.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,91.91390343222804,94.24083769633508,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,450.0,750.0,300.0,301,254.0,3743.0,3489.0,False,11.63,False,False,False,816.268,862.132,0.0,48.647000000000006,,28.78045803163332,0.023255813953488372,0.0,0.0,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,150.0,166.0,16.0,158.80066445182723,159.0,162.0,164.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,92.4956369982548,95.4043048283886,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,480.0,780.0,300.0,301,279.0,470.0,191.0,True,0.6366666666666667,True,False,False,823.283,868.195,0.0,46.684,,26.829268292681263,0.023255813953488372,0.0,0.0,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_LOW_HORIZONTAL_RATIO,INSUFFICIENT_VERTICAL_EVIDENCE_GAIN_TOO_LOW,,,301,1.0,150.0,166.0,16.0,159.14617940199335,160.0,162.0,164.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,93.07737056428155,95.4043048283886,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,510.0,810.0,300.0,301,292.0,3697.0,3405.0,False,11.35,False,False,False,827.273,873.405,0.0,47.742000000000004,,26.34143364139163,0.023255813953488372,0.0,0.0,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,150.0,166.0,16.0,159.66445182724252,161.0,162.0,164.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,93.65910413030831,95.4043048283886,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,540.0,840.0,300.0,301,307.0,516.0,209.0,True,0.6966666666666667,True,False,False,831.898,879.034,0.0,48.686,,23.902409251149948,0.023255813953488372,0.0,0.0,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_LOW_HORIZONTAL_RATIO,INSUFFICIENT_VERTICAL_EVIDENCE_GAIN_TOO_LOW,,,301,1.0,150.0,166.0,16.0,160.2392026578073,161.0,164.0,165.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,93.65910413030831,95.98603839441535,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,570.0,870.0,300.0,301,3859.0,3655.0,-204.0,False,-0.68,False,False,False,835.854,883.873,0.0,49.596,,23.414574599848947,0.023255813953488372,0.0,0.0,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,150.0,169.0,19.0,160.82724252491695,162.0,165.0,166.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,94.24083769633508,96.56777196044212,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,600.0,900.0,300.0,301,351.0,549.0,198.0,True,0.66,True,False,False,838.049,889.58,0.0,52.259,,25.36591320503021,0.0,0.0,0.0,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_LOW_HORIZONTAL_RATIO,INSUFFICIENT_VERTICAL_EVIDENCE_GAIN_TOO_LOW,,,301,1.0,150.0,169.0,19.0,161.6013289036545,162.0,165.0,167.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,94.24083769633508,97.14950552646887,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,630.0,930.0,300.0,301,371.0,570.0,199.0,True,0.6633333333333333,True,False,False,844.444,894.224,0.0,58.23,19.689,26.34158250762084,0.0,0.0033222591362126247,0.0033222591362126247,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_LOW_HORIZONTAL_RATIO,INSUFFICIENT_VERTICAL_EVIDENCE_GAIN_TOO_LOW,,,301,1.0,151.0,169.0,18.0,163.19601328903656,164.0,166.0,168.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,95.4043048283886,97.73123909249564,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
13_1,13,D:\mountain_work\115_osm\outputs\report_figures\ch6_single_activity_mainline_profile_v2_3_2\13_1\activity_13_1_projected_joined_v2_3_2.csv,660.0,960.0,300.0,301,3804.0,3420.0,-384.0,False,-1.28,False,False,False,848.859,886.629,2.9270000000000005,59.974999999999994,51.791,24.87807855372921,0.0,0.006644518272425249,0.006644518272425249,False,INSUFFICIENT_HORIZONTAL_EVIDENCE_ROUTE_CONTINUITY,INSUFFICIENT_VERTICAL_EVIDENCE_ROUTE_CONTINUITY,,,301,1.0,154.0,169.0,15.0,163.93023255813952,165.0,166.0,168.0,VALID_HR_WINDOW,171.9,FEMALE_209_MINUS_0_7_AGE,95.98603839441535,97.73123909249564,ZONE5_90_100_PCT_HRMAX,PROFILE_JOINED,PARTICIPANT_PROFILE_JOINED,"CH6.5.5 movement 300s corrected-data study v1.1 is descriptive study evidence only. It uses corrected route-distance and calibrated elevation fields where available. No zero-fill is used for missing evidence. It does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
