route_folder,case_id,route_id,candidate_feature_count,heuristic_fork_like_candidate_count,heuristic_decision_point_like_candidate_count,governed_fork_candidate_count,governed_decision_point_candidate_count,fork_candidate_count,decision_point_candidate_count,wrong_branch_exposure_candidate_count,guidepost_context_count,facility_context_count,source_confidence,inventory_status,source_gap_reason
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_for_ib0b.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_for_ib0b.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_for_ib0b.csv,7,1,1,0,0,1,1,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_route_anchors_summary.csv,,juansi_waterfall_fitcsv_20260503_route_anchors_summary.csv,3,1,1,0,0,1,1,0,2,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_anchor_manifest.csv,,qixing_lengshuikeng_main_peak_20260523_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_route_anchors.csv,,qixing_lengshuikeng_main_peak_20260523_route_anchors.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_anchor_manifest.csv,,qixing_xiaoyoukeng_main_peak_20260315_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_route_anchors.csv,,qixing_xiaoyoukeng_main_peak_20260315_route_anchors.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_anchor_manifest.csv,,zhonghua_ust_jiuwufeng_roundtrip_biji_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_route_anchors.csv,,zhonghua_ust_jiuwufeng_roundtrip_biji_route_anchors.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_anchor_manifest.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_anchor_manifest.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_anchors.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_anchors.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_anchors.csv,3,1,1,0,0,1,1,0,2,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_anchor_manifest.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_anchor_manifest.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_anchors.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_anchors.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_route_anchors.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_anchor_manifest.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_anchor_manifest.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_anchors.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_anchors.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_route_anchors.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_anchor_manifest.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_anchor_manifest.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_anchors.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_anchors.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_route_anchors.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_anchor_manifest.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_anchor_manifest.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_anchor_manifest.csv,,juansi_waterfall_fitcsv_20260503_anchor_manifest.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_route_anchors.csv,,juansi_waterfall_fitcsv_20260503_route_anchors.csv,3,1,1,0,0,1,1,0,2,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_roundtrip_joyhike_route_anchors.csv,,qixing_xiaoyoukeng_roundtrip_joyhike_route_anchors.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
,ib0d_v1_3b_reviewed_pass_warn_case_convergence_audit.csv,ib0d_v1_3b_reviewed_pass_warn_case_convergence_audit.csv,3,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_mainline_self_near_pairs.csv,,qixing_lengshuikeng_main_peak_20260523_mainline_self_near_pairs.csv,10000,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_mainline_self_near_zones.csv,,qixing_lengshuikeng_main_peak_20260523_mainline_self_near_zones.csv,4,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_mainline_trim_summary.csv,,qixing_lengshuikeng_main_peak_20260523_mainline_trim_summary.csv,2,2,2,0,0,2,2,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_mainline_trim_summary.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_mainline_trim_summary.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_mainline_trim_summary.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_self_near_pairs.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_self_near_pairs.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_self_near_pairs.csv,5000,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_self_near_zones.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_self_near_zones.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_self_near_zones.csv,2,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_trim_summary.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_trim_summary.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_mainline_trim_summary.csv,1,1,1,0,0,1,1,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_self_near_pairs.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_self_near_pairs.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_self_near_pairs.csv,5000,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_self_near_zones.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_self_near_zones.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_self_near_zones.csv,1,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_trim_summary.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_trim_summary.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_mainline_trim_summary.csv,1,1,1,0,0,1,1,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_self_near_pairs.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_self_near_pairs.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_self_near_pairs.csv,5000,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_self_near_zones.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_self_near_zones.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_mainline_self_near_zones.csv,1,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_definition_control_points_contract_projection.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_definition_control_points_contract_projection.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_route_definition_control_points_contract_projection.csv,1,0,0,0,0,0,0,0,1,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,1,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b,8,1,1,0,0,1,1,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b,1,0,0,0,0,0,0,0,0,0,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_implemented_but_not_used_in_ib2.csv,,juansi_waterfall_fitcsv_20260503_implemented_but_not_used_in_ib2.csv,16,0,0,0,0,0,0,1,4,11,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_implemented_but_not_used_in_ib2.csv,,qixing_lengshuikeng_main_peak_20260523_implemented_but_not_used_in_ib2.csv,36,0,0,0,0,0,0,3,8,25,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_implemented_but_not_used_in_ib2.csv,,qixing_xiaoyoukeng_main_peak_20260315_implemented_but_not_used_in_ib2.csv,26,0,0,0,0,0,0,2,6,18,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_implemented_but_not_used_in_ib2.csv,,zhonghua_ust_jiuwufeng_roundtrip_biji_implemented_but_not_used_in_ib2.csv,26,0,0,0,0,0,0,2,6,18,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,34,0,0,0,0,0,0,2,8,24,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,34,0,0,0,0,0,0,2,8,24,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,17,0,0,0,0,0,0,1,4,12,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,34,0,0,0,0,0,0,2,8,24,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_implemented_but_not_used_in_ib2.csv,34,0,0,0,0,0,0,2,8,24,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osm_semantic_risk_profile.csv,,juansi_waterfall_fitcsv_20260503_osm_semantic_risk_profile.csv,822,83,83,0,0,83,83,0,504,451,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osm_semantic_risk_profile.csv,,qixing_lengshuikeng_main_peak_20260523_osm_semantic_risk_profile.csv,3884,112,112,0,0,112,112,0,2048,2644,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osm_semantic_risk_profile.csv,,qixing_xiaoyoukeng_main_peak_20260315_osm_semantic_risk_profile.csv,588,212,212,0,0,212,212,0,304,376,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,juansi_waterfall_fitcsv_20260503_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,730,83,83,0,0,83,83,0,417,427,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,2430,89,89,0,0,89,89,0,1259,1629,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,755,107,107,0,0,107,107,0,395,434,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_osm_semantic_risk_profile.csv,261,106,106,0,0,106,106,0,82,155,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_route_profile_semantic_enriched.csv,,qixing_route_profile_semantic_enriched.csv,27,7,7,0,0,7,7,0,18,3,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,,juansi_waterfall_fitcsv_20260503_route_profile_semantic_enriched.csv,750,83,83,0,0,83,83,0,504,290,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,,qixing_lengshuikeng_main_peak_20260523_route_profile_semantic_enriched.csv,3326,127,127,0,0,127,127,0,2048,1199,SOURCE_GAP,NO_GOVERNED_FORK_DECISION_POINT_INVENTORY,candidate context lacks governed topology/node-degree route fork inventory
