profile_id,route_folder,activity_count,activity_id_short_list,windows_n,speed_mps_median_median,speed_mps_median_p25,speed_mps_median_p75,low_speed_ratio_avg,low_speed_ratio_median,stopped_ratio_avg,stopped_ratio_median,heart_rate_bpm_median_avg,heart_rate_bpm_median_median,weather_context_available_ratio,conservative_weather_review_required_ratio,behavior_weather_context_review_required_ratio,weather_adjustment_flags_observed,conservative_planning_weather_flags_observed,interpretation_boundary,activity_id_short,weather_context_classes_observed,conservative_weather_review_required,behavior_weather_context_review_required
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,35_1,84,0.752911,0.520244,0.98348,0.066548,0.038279,0.0,0.0,151.77381,153.5,1.0,1.0,0.428571,UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",35_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,36_1,81,0.673549,0.501775,0.848091,0.185324,0.168831,0.012852,0.0,177.54321,179.0,1.0,1.0,0.444444,UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",36_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,37_1,80,0.634813,0.440911,0.85358,0.225504,0.177272,0.022764,0.0,159.70625,161.0,1.0,1.0,0.4625,UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",37_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,38_1,81,0.54872,0.325986,0.676203,0.066292,0.056452,3.2e-05,0.0,120.154321,121.0,1.0,1.0,0.555556,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",38_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,3_1,81,0.702273,0.536636,0.877832,0.174861,0.111111,0.008893,0.0,121.82716,115.0,1.0,1.0,0.45679,UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WIND_GUST_REVIEW_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|WIND_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",3_1,RAIN_WIND_EXPOSURE_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,40_1,81,0.677926,0.49027,0.994024,0.221763,0.217391,0.009423,0.0,143.814815,146.5,1.0,1.0,0.518519,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",40_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,41_1,83,0.796136,0.533821,1.02577,0.173066,0.098361,0.003524,0.0,151.216867,151.0,1.0,1.0,0.493976,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",41_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,42_1,84,0.497648,0.350879,0.709668,0.32626,0.307692,0.030715,0.0,140.613095,138.25,1.0,1.0,0.547619,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",42_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,43_1,84,0.450511,0.282639,0.641598,0.355164,0.367241,0.037286,0.0,127.982143,128.0,1.0,1.0,0.559524,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",43_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,44_1,80,0.995302,0.732359,1.464431,0.144703,0.078947,0.01661,0.0,163.50625,166.0,1.0,1.0,0.275,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",44_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,45_1,81,0.847411,0.607203,1.120623,0.155366,0.105263,0.00668,0.0,156.259259,159.0,1.0,1.0,0.37037,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",45_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,46_1,84,0.511706,0.36619,0.707368,0.319905,0.313144,0.028583,0.0,131.083333,127.5,1.0,1.0,0.52381,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",46_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,48_1,84,0.452268,0.25469,0.61966,0.333654,0.330877,0.046376,0.0,112.119048,109.25,1.0,1.0,0.535714,UV_MODERATE_CONTEXT|VERY_HUMID_CONTEXT|WIND_GUST_REVIEW_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|WIND_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",48_1,RAIN_WIND_EXPOSURE_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,8_1,84,0.641725,0.430191,0.826983,0.237735,0.184785,0.012961,0.0,162.797619,166.0,1.0,1.0,0.452381,UV_HIGH_CONTEXT|VERY_HUMID_CONTEXT|WARM_HUMID_CONTEXT|WARM_TEMPERATURE_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|CONSERVATIVE_PACING_REVIEW_WARM_HUMID|UV_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",8_1,HEAT_HUMIDITY_REVIEW_CONTEXT,True,True
qixing_lengshuikeng_activity_group_full25,qixing_lengshuikeng,1,9_1,81,0.590467,0.437522,0.760699,0.25849,0.228261,0.006544,0.0,149.518519,146.5,1.0,1.0,0.530864,RAIN_OBSERVED_CONTEXT|VERY_HUMID_CONTEXT|WIND_GUST_REVIEW_CONTEXT,CONSERVATIVE_PACING_REVIEW_HUMIDITY|RAIN_EXPOSURE_REVIEW_REQUIRED|WIND_EXPOSURE_REVIEW_REQUIRED,"Descriptive CH6.5.2 weather-adjusted behavior context only. Weather-adjusted means weather-context review flags and conservative planning evidence, not numeric ability adjustment, not suitability scoring, not go/no-go decisioning, not medical diagnosis, and not causality. Missing weather values are not zero-filled.",9_1,RAIN_WIND_EXPOSURE_REVIEW_CONTEXT,True,True
