schema_version,route_folder,activity_id_short,activity_id_full,input_csv,status,rows,elapsed_min_sec,elapsed_max_sec,duration_sec,duration_min,dt_valid_count,backend_use_analytics_ready_n,backend_use_analytics_ready_ratio,calibration_review_required_n,calibration_review_required_ratio,movement_review_required_n,movement_review_required_ratio,speed_available,calibrated_speed_mps_median,calibrated_speed_mps_p25,calibrated_speed_mps_p75,calibrated_speed_mps_max,moving_sec,stopped_sec,movement_state_distribution,heart_rate_available,heart_rate_bpm_median,heart_rate_bpm_p75,heart_rate_bpm_p90,heart_rate_bpm_max,route_dist_min_m,route_dist_max_m,route_dist_covered_m,route_progress_min,route_progress_max,calibrated_elevation_min_m,calibrated_elevation_max_m,calibrated_cumulative_gain_m,calibrated_cumulative_loss_m,terrain_slope_pct_median,terrain_slope_pct_p75,terrain_slope_pct_p90,terrain_risk_band_distribution,route_phase_distribution,radar_physical_fitness_hint_nonzero_n,radar_technical_difficulty_hint_nonzero_n,radar_base_hazard_hint_nonzero_n,radar_navigation_hint_nonzero_n,radar_support_insufficiency_hint_nonzero_n,radar_weather_sensitivity_hint_nonzero_n,activity_performance_quality_flag,authorization_note
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,28_1,qixing_lengshuikeng_28_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\28_1\qixing_lengshuikeng_28_1_backend_activity_enriched_v1l.csv,PASS,8636,0.0,8621.0,8621.0,143.6833,8621,6615,0.76598,1996,0.231126,119,0.01378,True,0.3896,0.1179,0.713,47.8705,5327.0,323.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:14|GPS_DRIFT_SUSPECTED:82|LOW_CONFIDENCE_REVIEW:1848|MOVING:4192|SLOW_MOVING:1135|STOPPED:323|TIME_INVALID:1|UNKNOWN_REVIEW:1017|WRONG_ROUTE_MOVING:24,True,144.0,159.0,168.0,185.0,0.0,4186.0,4186.0,,,753.626,1110.99,12.966,38.634,22.5475,40.7695,55.146,,UNKNOWN:8636,42,0,0,2021,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,29_1,qixing_lengshuikeng_29_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\29_1\qixing_lengshuikeng_29_1_backend_activity_enriched_v1l.csv,PASS,23534,0.0,7608.0,7608.0,126.8,7599,17305,0.735319,6229,0.264681,497,0.021118,True,0.3225,0.0728,0.7735,49.1833,3958.0,0.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:15934|GPS_DRIFT_SUSPECTED:62|LOW_CONFIDENCE_REVIEW:2003|MOVING:3098|SLOW_MOVING:860|TIME_INVALID:1|UNKNOWN_REVIEW:1576,True,139.0,158.0,166.0,172.0,0.0,4185.0,4185.0,,,735.2,1110.99,34.854,49.429,31.491,50.145,77.8038,,UNKNOWN:23534,53,0,0,6229,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,30_1,qixing_lengshuikeng_30_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\30_1\qixing_lengshuikeng_30_1_backend_activity_enriched_v1l.csv,PASS,17563,0.0,7610.0,7610.0,126.8333,1872,12918,0.735524,4645,0.264476,137,0.0078,True,0.6081,0.3075,0.9768,6.2247,4854.0,438.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:15690|GPS_DRIFT_SUSPECTED:5|LOW_CONFIDENCE_REVIEW:370|MOVING:1133|SLOW_MOVING:211|STOPPED:16|TIME_INVALID:1|UNKNOWN_REVIEW:137,True,134.0,153.0,159.0,164.0,0.0,4185.0,4185.0,,,732.4,1110.99,193.337,214.293,17.291,29.4675,40.3952,,UNKNOWN:17563,284,0,0,4645,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,33_1,qixing_lengshuikeng_33_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\33_1\qixing_lengshuikeng_33_1_backend_activity_enriched_v1l.csv,PASS,6582,0.0,6562.0,6562.0,109.3667,6562,4612,0.700699,1967,0.298845,105,0.015953,True,0.5537,0.2219,1.027,9.5392,4046.0,302.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:19|GPS_DRIFT_SUSPECTED:26|LOW_CONFIDENCE_REVIEW:1950|MOVING:3557|SLOW_MOVING:489|STOPPED:302|TIME_INVALID:1|UNKNOWN_REVIEW:235|WRONG_ROUTE_MOVING:3,True,138.0,156.0,163.0,171.0,0.0,4187.0,4187.0,,,751.8,1110.99,41.254,38.59,30.9235,64.7275,106.2265,,UNKNOWN:6582,37,0,0,1970,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,35_1,qixing_lengshuikeng_35_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\35_1\qixing_lengshuikeng_35_1_backend_activity_enriched_v1l.csv,PASS,23200,0.0,7549.0,7549.0,125.8167,7549,17147,0.739095,6053,0.260905,781,0.033664,True,0.4925,0.2069,0.8935,10.7266,4674.0,0.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:15650|GPS_DRIFT_SUSPECTED:26|LOW_CONFIDENCE_REVIEW:1975|MOVING:3877|SLOW_MOVING:797|TIME_INVALID:1|UNKNOWN_REVIEW:874,True,138.0,161.0,167.0,174.0,0.0,4187.0,4187.0,,,737.0,1110.99,48.419,37.35,27.6565,53.2737,89.1185,,UNKNOWN:23200,46,0,0,6053,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,36_1,qixing_lengshuikeng_36_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\36_1\qixing_lengshuikeng_36_1_backend_activity_enriched_v1l.csv,PASS,8015,0.0,8000.0,8000.0,133.3333,8000,5638,0.703431,2369,0.295571,112,0.013974,True,0.4488,0.1756,0.8302,46.2835,4772.0,350.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:14|GPS_DRIFT_SUSPECTED:83|LOW_CONFIDENCE_REVIEW:2283|MOVING:3795|SLOW_MOVING:977|STOPPED:350|TIME_INVALID:1|UNKNOWN_REVIEW:504|WRONG_ROUTE_MOVING:8,True,173.0,182.0,189.0,194.0,11.0,4178.0,4167.0,,,755.019,1110.99,24.527,21.912,44.729,65.822,85.796,,UNKNOWN:8015,21,0,0,2377,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,37_1,qixing_lengshuikeng_37_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\37_1\qixing_lengshuikeng_37_1_backend_activity_enriched_v1l.csv,PASS,9533,0.0,9511.0,9511.0,158.5167,9511,6458,0.677436,2127,0.22312,131,0.013742,True,0.3864,0.1185,0.7536,49.9078,5280.0,432.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:21|GPS_DRIFT_SUSPECTED:37|LOW_CONFIDENCE_REVIEW:2029|MOVING:4091|SLOW_MOVING:1189|STOPPED:432|TIME_INVALID:1|UNKNOWN_REVIEW:898|WRONG_ROUTE_MOVING:835,True,157.0,167.0,173.0,182.0,0.0,4185.0,4185.0,,,753.6,1110.99,46.201,12.541,23.347,64.887,83.3912,,UNKNOWN:9533,27,0,0,3075,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,38_1,qixing_lengshuikeng_38_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\38_1\qixing_lengshuikeng_38_1_backend_activity_enriched_v1l.csv,PASS,16606,0.0,10186.0,10186.0,169.7667,3234,13008,0.783331,3573,0.215163,10,0.000602,True,0.408,0.0698,0.7352,44.9103,5708.0,24.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:13371|GPS_DRIFT_SUSPECTED:19|LOW_CONFIDENCE_REVIEW:691|MOVING:1415|SLOW_MOVING:408|STOPPED:1|TIME_INVALID:1|UNKNOWN_REVIEW:697|WRONG_ROUTE_MOVING:3,True,117.0,129.0,139.0,154.0,0.0,4182.0,4182.0,,,742.6,1110.99,147.551,185.752,16.76,29.4597,43.0675,,UNKNOWN:16606,259,0,0,3598,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,40_1,qixing_lengshuikeng_40_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\40_1\qixing_lengshuikeng_40_1_backend_activity_enriched_v1l.csv,PASS,7714,0.0,7691.0,7691.0,128.1833,7691,5642,0.731397,2068,0.268084,118,0.015297,True,0.5667,0.2489,0.9901,41.1676,4748.0,202.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:22|GPS_DRIFT_SUSPECTED:46|LOW_CONFIDENCE_REVIEW:2035|MOVING:3764|SLOW_MOVING:984|STOPPED:202|TIME_INVALID:1|UNKNOWN_REVIEW:656|WRONG_ROUTE_MOVING:4,True,136.0,149.0,154.0,163.0,0.0,4185.0,4185.0,,,733.6,1110.99,28.093,40.215,11.837,34.59,50.2388,,UNKNOWN:7714,48,0,0,2072,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,41_1,qixing_lengshuikeng_41_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\41_1\qixing_lengshuikeng_41_1_backend_activity_enriched_v1l.csv,PASS,7077,0.0,7053.0,7053.0,117.55,7053,5218,0.737318,1859,0.262682,61,0.008619,True,0.5256,0.2224,0.9326,37.9961,4565.0,36.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:23|GPS_DRIFT_SUSPECTED:22|LOW_CONFIDENCE_REVIEW:1839|MOVING:3784|SLOW_MOVING:781|STOPPED:36|TIME_INVALID:1|UNKNOWN_REVIEW:591,True,143.0,155.0,160.0,165.0,0.0,4186.0,4186.0,,,741.8,1110.99,16.805,33.935,27.531,47.027,70.157,,UNKNOWN:7077,32,0,0,1859,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,42_1,qixing_lengshuikeng_42_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\42_1\qixing_lengshuikeng_42_1_backend_activity_enriched_v1l.csv,PASS,10287,0.0,10266.0,10266.0,171.1,10266,8124,0.789735,2157,0.209682,155,0.015068,True,0.3304,0.0881,0.6405,43.8826,5759.0,759.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:20|GPS_DRIFT_SUSPECTED:81|LOW_CONFIDENCE_REVIEW:2141|MOVING:4098|SLOW_MOVING:1661|STOPPED:759|TIME_INVALID:1|UNKNOWN_REVIEW:1525|WRONG_ROUTE_MOVING:1,True,129.0,153.0,160.0,166.0,0.0,4187.0,4187.0,,,748.0,1110.99,21.854,44.098,26.132,44.193,72.7346,,UNKNOWN:10287,47,0,0,2163,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,43_1,qixing_lengshuikeng_43_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\43_1\qixing_lengshuikeng_43_1_backend_activity_enriched_v1l.csv,PASS,11451,0.0,11432.0,11432.0,190.5333,11432,9352,0.816697,2080,0.181644,158,0.013798,True,0.3141,0.0938,0.6045,38.1725,6697.0,809.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:18|GPS_DRIFT_SUSPECTED:44|LOW_CONFIDENCE_REVIEW:2060|MOVING:4416|SLOW_MOVING:2281|STOPPED:809|TIME_INVALID:1|UNKNOWN_REVIEW:1806|WRONG_ROUTE_MOVING:16,True,125.0,137.0,146.0,194.0,0.0,4187.0,4187.0,,,747.6,1110.99,33.429,37.249,24.791,56.378,82.935,,UNKNOWN:11451,39,0,0,2099,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,44_1,qixing_lengshuikeng_44_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\44_1\qixing_lengshuikeng_44_1_backend_activity_enriched_v1l.csv,PASS,7010,0.0,6992.0,6992.0,116.5333,6992,5161,0.736234,1844,0.263053,228,0.032525,True,0.2657,0.0251,0.9608,37.0853,3304.0,1157.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:17|GPS_DRIFT_SUSPECTED:196|LOW_CONFIDENCE_REVIEW:1745|MOVING:2779|SLOW_MOVING:525|STOPPED:1157|TIME_INVALID:1|UNKNOWN_REVIEW:585|WRONG_ROUTE_MOVING:5,True,132.0,165.0,171.0,184.0,0.0,4187.0,4187.0,,,752.2,1110.99,28.4,48.512,9.8805,24.517,39.6642,,UNKNOWN:7010,64,0,0,1849,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
ib3a_rc_full26_performance_summary_v1,qixing_lengshuikeng,45_1,qixing_lengshuikeng_45_1,outputs\ib3a_rc_backend_activity_enriched_v1l_qixing_lengshuikeng_full26\qixing_lengshuikeng\45_1\qixing_lengshuikeng_45_1_backend_activity_enriched_v1l.csv,PASS,7227,0.0,7210.0,7210.0,120.1667,7210,5288,0.731701,1920,0.26567,218,0.030165,True,0.4051,0.0964,0.9413,21.5214,4018.0,588.0,DUPLICATE_TIMESTAMP_NON_REPRESENTATIVE:16|GPS_DRIFT_SUSPECTED:147|LOW_CONFIDENCE_REVIEW:1873|MOVING:3441|SLOW_MOVING:577|STOPPED:588|TIME_INVALID:1|UNKNOWN_REVIEW:565|WRONG_ROUTE_MOVING:19,True,141.0,159.0,166.0,173.0,0.0,4186.0,4186.0,,,745.2,1110.99,28.776,29.447,14.627,37.9215,62.1387,,UNKNOWN:7227,40,0,0,1939,0,0,PASS_ACTIVITY_PERFORMANCE_EVIDENCE,"Activity performance evidence only. No weather join, THCI scoring, radar scoring, or final hiking risk scoring is authorized."
