schema_version,output_case,case_id,activity_id,activity_start_time_utc,activity_end_time_utc,activity_duration_min,weather_feature_vector_status,weather_sensitive_score_allowed,weather_sensitive_feature_gate,zero_fallback_true_count,primary_candidate_station_ids,primary_station_count_policy,precipitation_amount_semantics,source_weather_db,source_vector_csv,scope_note,rain_lookback_6h_status,rain_lookback_6h_row_count,rain_lookback_6h_nonnull_row_count,rain_lookback_6h_null_row_count,rain_lookback_6h_observed_station_count,rain_lookback_6h_positive_station_count,rain_lookback_6h_missing_station_count,rain_lookback_6h_observed_station_ids,rain_lookback_6h_positive_station_ids,rain_lookback_6h_zero_observation_count,rain_lookback_6h_positive_observation_count,rain_lookback_6h_max_observed_precipitation_mm,rain_lookback_6h_mean_observed_precipitation_mm,rain_lookback_6h_observed_any,rain_lookback_6h_positive_observed_flag,rain_lookback_6h_observed_zero_flag,rain_lookback_24h_status,rain_lookback_24h_row_count,rain_lookback_24h_nonnull_row_count,rain_lookback_24h_null_row_count,rain_lookback_24h_observed_station_count,rain_lookback_24h_positive_station_count,rain_lookback_24h_missing_station_count,rain_lookback_24h_observed_station_ids,rain_lookback_24h_positive_station_ids,rain_lookback_24h_zero_observation_count,rain_lookback_24h_positive_observation_count,rain_lookback_24h_max_observed_precipitation_mm,rain_lookback_24h_mean_observed_precipitation_mm,rain_lookback_24h_observed_any,rain_lookback_24h_positive_observed_flag,rain_lookback_24h_observed_zero_flag,rain_lookback_72h_status,rain_lookback_72h_row_count,rain_lookback_72h_nonnull_row_count,rain_lookback_72h_null_row_count,rain_lookback_72h_observed_station_count,rain_lookback_72h_positive_station_count,rain_lookback_72h_missing_station_count,rain_lookback_72h_observed_station_ids,rain_lookback_72h_positive_station_ids,rain_lookback_72h_zero_observation_count,rain_lookback_72h_positive_observation_count,rain_lookback_72h_max_observed_precipitation_mm,rain_lookback_72h_mean_observed_precipitation_mm,rain_lookback_72h_observed_any,rain_lookback_72h_positive_observed_flag,rain_lookback_72h_observed_zero_flag,rain_lookback_7d_status,rain_lookback_7d_row_count,rain_lookback_7d_nonnull_row_count,rain_lookback_7d_null_row_count,rain_lookback_7d_observed_station_count,rain_lookback_7d_positive_station_count,rain_lookback_7d_missing_station_count,rain_lookback_7d_observed_station_ids,rain_lookback_7d_positive_station_ids,rain_lookback_7d_zero_observation_count,rain_lookback_7d_positive_observation_count,rain_lookback_7d_max_observed_precipitation_mm,rain_lookback_7d_mean_observed_precipitation_mm,rain_lookback_7d_observed_any,rain_lookback_7d_positive_observed_flag,rain_lookback_7d_observed_zero_flag,positive_rain_local_dates_count_lookback_7d,positive_rain_local_dates_lookback_7d,max_observed_precipitation_lookback_7d_mm,hours_since_last_observed_rain,last_observed_rain_time_utc,last_observed_rain_station_ids,last_observed_rain_station_names,last_observed_rain_precipitation_mm_max,antecedent_precipitation_context_status,antecedent_precipitation_context_reason,antecedent_precipitation_data_quality,rain_lookback_6h_start_utc,rain_lookback_6h_end_utc,rain_lookback_24h_start_utc,rain_lookback_24h_end_utc,rain_lookback_72h_start_utc,rain_lookback_72h_end_utc,rain_lookback_7d_start_utc,rain_lookback_7d_end_utc
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_35_1,2024-08-04T00:25:39+00:00,2024-08-04T02:31:28+00:00,125.817,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_36_1,2024-08-04T00:23:14+00:00,2024-08-04T02:36:34+00:00,133.333,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_37_1,2024-08-04T00:24:03+00:00,2024-08-04T03:02:34+00:00,158.517,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_38_1,2024-08-25T00:56:42+00:00,2024-08-25T03:46:28+00:00,169.767,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_3_1,2024-09-16T23:43:06+00:00,2024-09-17T01:54:04+00:00,130.967,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_40_1,2024-08-25T01:14:06+00:00,2024-08-25T03:22:17+00:00,128.183,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_41_1,2024-08-25T00:29:17+00:00,2024-08-25T02:26:50+00:00,117.55,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_42_1,2024-08-26T00:46:25+00:00,2024-08-26T03:37:31+00:00,171.1,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_43_1,2024-08-25T00:07:00+00:00,2024-08-25T03:17:32+00:00,190.533,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_44_1,2024-08-25T00:05:20+00:00,2024-08-25T02:01:52+00:00,116.533,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_45_1,2024-08-25T00:06:25+00:00,2024-08-25T02:06:35+00:00,120.167,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_46_1,2024-08-26T00:45:41+00:00,2024-08-26T03:37:11+00:00,171.5,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_48_1,2024-08-19T00:42:09+00:00,2024-08-19T03:54:56+00:00,192.783,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_6_1,2024-07-22T01:28:43+00:00,2024-07-22T04:47:53+00:00,199.167,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_8_1,2024-08-11T00:55:44+00:00,2024-08-11T03:15:57+00:00,140.217,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_9_1,2024-09-22T00:56:08+00:00,2024-09-22T03:20:10+00:00,144.033,WEATHER_FEATURE_VECTOR_UNAVAILABLE,False,WEATHER_FEATURE_UNAVAILABLE_DO_NOT_SCORE,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,BLOCKED_BY_GATE,0,0,0,0,0,,,,0,0,,,False,False,False,,,,,,,,,BLOCKED_BY_GATE,Weather-sensitive feature gate did not allow scoring; antecedent precipitation was not evaluated.,BLOCKED_BY_GATE,,,,,,,,
ib3w_antecedent_precipitation_context_v1,qixing_lengshuikeng_xiaoyoukeng_20260410_gpx_v1,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,qixing_lengshuikeng_xiaoyoukeng_20260410_biji_gpx,2026-04-10T21:35:47+00:00,2026-04-10T23:54:30+00:00,138.717,WEATHER_FEATURE_VECTOR_AVAILABLE_PARTIAL,True,WEATHER_FEATURE_AVAILABLE_PARTIAL_SCORE_ALLOWED_FOR_OBSERVED_VARIABLES_ONLY,0,466910|466930|A0A460|C0AC40,4,RAW_OBSERVED_PRECIPITATION_MM_NOT_SUMMED_AS_LOOKBACK_ACCUMULATION,weather\tw_weather_2026-05-01.sqlite3,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,"Lookback precipitation observation context only. No risk score, no THCI, no final surface wetness judgment, no missing-to-zero imputation.",PRECIPITATION_LOOKBACK_OBSERVED_RAIN,111,108,3,4,1,0,466910|466930|A0A460|C0AC40,C0AC40,107,1,0.5,0.0046,True,True,False,PRECIPITATION_LOOKBACK_OBSERVED_RAIN,436,432,4,4,1,0,466910|466930|A0A460|C0AC40,C0AC40,413,19,0.5,0.022,True,True,False,PRECIPITATION_LOOKBACK_OBSERVED_RAIN,1318,1277,41,4,4,0,466910|466930|A0A460|C0AC40,466910|466930|A0A460|C0AC40,560,717,7.5,1.6391,True,True,False,PRECIPITATION_LOOKBACK_OBSERVED_RAIN,3049,2937,112,4,4,0,466910|466930|A0A460|C0AC40,466910|466930|A0A460|C0AC40,770,2167,61.0,8.3525,True,True,False,8,2026-04-04|2026-04-05|2026-04-06|2026-04-07|2026-04-08|2026-04-09|2026-04-10|2026-04-11,61.0,5.596,2026-04-10T16:00:00+00:00,C0AC40,大屯山,0.5,ANTECEDENT_PRECIPITATION_OBSERVED_RAIN,At least one positive precipitation observation was found in the 7-day lookback window.,ANTECEDENT_PRECIPITATION_DATA_FULL,2026-04-10T15:35:47+00:00,2026-04-10T21:35:47+00:00,2026-04-09T21:35:47+00:00,2026-04-10T21:35:47+00:00,2026-04-07T21:35:47+00:00,2026-04-10T21:35:47+00:00,2026-04-03T21:35:47+00:00,2026-04-10T21:35:47+00:00
