schema_version,output_case,case_id,activity_id,activity_start_time_utc,activity_end_time_utc,weather_sensitive_score_allowed,primary_candidate_station_ids,primary_candidate_station_names,surface_wetness_proxy_status,surface_wetness_proxy_confidence,surface_wetness_proxy_net_index,fog_low_cloud_condition_proxy_status,fog_low_cloud_condition_proxy_confidence,fog_low_cloud_condition_proxy_index_v1,hypothermia_medical_claim_status,clothing_fatigue_exposure_duration_status,thci_or_final_risk_status,source_antecedent_csv,source_vector_csv,source_surface_wetness_csv,source_fog_proxy_csv,source_weather_db,scope_note,activity_weather_row_count,activity_observed_station_count,activity_observed_station_ids,temperature_nonnull_count,temperature_mean_c,temperature_min_c,relative_humidity_nonnull_count,relative_humidity_mean_pct,relative_humidity_max_pct,wind_speed_nonnull_count,wind_speed_mean_ms,wind_speed_max_ms,wind_class,precipitation_nonnull_count,precipitation_positive_row_count,precipitation_max_observed_mm,wind_chill_status,wind_chill_c,wet_cold_exposure_context_status,wet_cold_exposure_context_confidence,wet_cold_exposure_index_v1,wet_cold_exposure_context_reason,wet_cold_exposure_context_evidence,zero_fallback_true_count
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_35_1,2024-08-04T00:25:39+00:00,2024-08-04T02:31:28+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_36_1,2024-08-04T00:23:14+00:00,2024-08-04T02:36:34+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_37_1,2024-08-04T00:24:03+00:00,2024-08-04T03:02:34+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_38_1,2024-08-25T00:56:42+00:00,2024-08-25T03:46:28+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_3_1,2024-09-16T23:43:06+00:00,2024-09-17T01:54:04+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_40_1,2024-08-25T01:14:06+00:00,2024-08-25T03:22:17+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_41_1,2024-08-25T00:29:17+00:00,2024-08-25T02:26:50+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_42_1,2024-08-26T00:46:25+00:00,2024-08-26T03:37:31+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_43_1,2024-08-25T00:07:00+00:00,2024-08-25T03:17:32+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
ib3w_wet_cold_exposure_context_v1,qixing_lengshuikeng_full26_backend_2024_v1,qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b,qixing_lengshuikeng_44_1,2024-08-25T00:05:20+00:00,2024-08-25T02:01:52+00:00,False,466910|466930|A0A460|C0AC40,,BLOCKED_BY_GATE,NOT_EVALUATED,0.0,BLOCKED_BY_GATE,NOT_EVALUATED,,NOT_CLAIMED_NOT_MEDICAL_DIAGNOSIS,NOT_AVAILABLE_IN_V1,NOT_COMPUTED_CONTEXT_ONLY,outputs\ib3w_antecedent_precipitation_context_v1\activity_antecedent_precipitation_context.csv,outputs\ib3w_weather_sensitive_feature_vector_v1\activity_weather_sensitive_feature_vector.csv,outputs\ib3w_surface_wetness_proxy_v1\activity_surface_wetness_proxy.csv,outputs\ib3w_fog_low_cloud_condition_proxy_v1\activity_fog_low_cloud_condition_proxy.csv,weather\tw_weather_2026-05-01.sqlite3,"Wet-cold exposure context only. No hypothermia diagnosis, no medical judgment, no THCI, no final hiking risk score, no missing-to-zero imputation.",0,0,,0,,,0,,,0,,,WIND_UNKNOWN,0,0,,NOT_EVALUATED,,BLOCKED_BY_GATE,NOT_EVALUATED,,Weather-sensitive feature gate did not allow wet-cold exposure evaluation.,,0
